A1BG	0	0	0	0	0	0	0	0
A1BG-AS1	0	0	0	0	0	0	0	0
A1CF	0	0	0	5	0	0	0	0
A2M	0	0	0	0	3	0	0	0
A2M-AS1	0	0	0	6	0	0	0	0
A2ML1	27	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0
A4GALT	1897	567	820	295	167	211	83	28
A4GNT	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0
AAAS	327	608	105	118	110	79	1	54
AACS	188	305	65	1	0	57	0	0
AACSP1	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	2	0	0	0
AADACL2	0	0	0	0	0	21	0	0
AADACL2-AS1	0	0	0	0	0	19	0	3
AADACL3	0	166	104	0	0	0	0	1
AADACL4	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	0	2	6
AAED1	0	29	0	0	0	0	0	0
AAGAB	304	83	161	92	24	19	0	19
AAK1	516	308	221	168	102	577	54	68
AAMDC	67	6	0	11	0	126	0	11
AAMP	2255	708	955	565	331	672	64	329
AANAT	0	0	0	0	0	0	0	0
AAR2	281	111	72	54	110	9	6	46
AARD	0	0	0	0	0	0	0	0
AARS	728	899	577	166	152	400	0	95
AARS2	417	237	149	40	62	228	0	11
AARSD1	10	2	4	3	6	1	0	0
AASDH	110	76	0	21	20	56	0	0
AASDHPPT	811	286	114	11	107	27	14	34
AASS	0	215	34	32	0	1	4	0
AATF	760	547	612	266	250	173	4	67
AATK	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0
ABAT	0	1	0	0	0	1	0	0
ABCA1	0	0	0	3	2	2	0	11
ABCA10	0	0	0	0	0	0	0	0
ABCA11P	88	3	11	11	28	16	0	1
ABCA12	0	0	0	0	0	14	0	0
ABCA13	72	11	0	0	0	22	0	0
ABCA17P	0	0	0	0	0	0	0	2
ABCA2	0	1	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	6
ABCA4	2	0	0	26	0	1	1	6
ABCA5	0	0	0	0	0	0	0	1
ABCA6	0	0	0	0	0	0	0	0
ABCA7	1	54	5	20	0	0	0	2
ABCA8	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0
ABCB10	82	281	96	54	27	48	19	3
ABCB11	0	0	0	0	0	0	0	0
ABCB4	41	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0
ABCB6	929	465	337	324	123	260	0	180
ABCB7	711	192	40	198	68	97	3	8
ABCB8	660	457	90	201	93	126	3	46
ABCB9	0	2	0	0	0	0	0	0
ABCC1	0	0	0	0	0	0	0	5
ABCC10	0	10	40	0	2	11	0	0
ABCC11	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	1
ABCC2	0	2	0	0	0	5	2	2
ABCC3	0	0	0	0	0	0	0	0
ABCC4	530	1	30	86	0	0	22	14
ABCC5	373	304	119	121	49	267	1	13
ABCC5-AS1	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0
