A1BG	14	97	0	84	17	144	0	58	205	0	92	116	26	69	81	61
A1BG-AS1	0	9	36	0	13	0	18	0	11	0	0	0	0	8	0	0
A1CF	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	10	4	0	0	0	21	0	18	7	0	11	6	5
A4GALT	1031	500	1926	446	524	1246	948	329	1200	439	556	915	213	860	867	2871
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	751	487	1107	227	330	374	630	210	433	38	536	311	251	600	368	421
AACS	61	0	0	0	44	0	106	83	28	0	0	0	0	0	15	0
AACSP1	0	0	0	21	57	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
AADACL2-AS1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	19	22	0	0	0	0	0	47	0	0	0	0	0	0	0	0
AAED1	88	0	0	121	113	0	57	0	0	0	148	7	0	39	283	11
AAGAB	291	174	296	67	158	129	255	302	140	82	169	259	348	278	80	1070
AAK1	176	99	0	178	327	313	263	179	237	112	181	434	175	187	225	501
AAMDC	251	207	0	173	234	145	163	410	446	81	135	522	221	394	340	780
AAMP	2368	1384	1672	900	1960	1076	855	1479	1924	537	2150	2106	645	1774	1465	3777
AANAT	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
AAR2	543	289	437	148	562	88	229	122	428	0	651	481	192	291	342	257
AARD	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
AARS	2	148	1059	112	146	110	340	95	1	79	110	131	81	105	44	186
AARS2	136	200	86	95	272	145	126	0	265	739	65	568	200	236	264	596
AARSD1	15	6	9	2	2	10	11	5	7	0	7	8	2	18	5	31
AASDH	0	103	632	83	165	74	135	220	91	0	92	165	164	203	106	275
AASDHPPT	310	333	262	172	184	137	638	344	246	1	546	401	108	401	339	1024
AASS	0	0	0	14	0	2	0	0	0	0	0	0	0	1	0	0
AATF	826	427	695	348	636	542	634	405	1048	42	742	731	237	727	855	1305
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	2	1	3	4	0	2	15	5	144	35	50	0	55	42	157
ABCA1	0	38	0	78	12	146	77	167	24	607	111	22	0	14	90	256
