A1BG	0	6	0	0	0	0	0	0
A1BG-AS1	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	2	0	0	0
A4GALT	894	1053	17	208	2212	2142	28	1702
A4GNT	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0
AAAS	449	607	7	87	992	753	7	682
AACS	63	63	0	11	146	97	4	278
AACSP1	2	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0
AADACL2-AS1	0	2	0	0	1	11	0	0
AADACL3	0	33	0	0	38	9	0	18
AADACL4	0	1	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0
AADAT	22	62	0	0	98	87	2	2
AAED1	63	7	0	0	44	2	0	15
AAGAB	183	316	6	19	245	317	6	579
AAK1	353	143	0	94	345	382	3	370
AAMDC	151	178	0	110	217	199	3	204
AAMP	1314	1551	33	657	2171	3646	37	2274
AANAT	0	0	0	0	0	0	0	0
AAR2	247	264	1	66	597	762	4	304
AARD	0	0	0	0	0	0	0	0
AARS	439	474	3	211	574	526	4	597
AARS2	108	154	0	149	264	350	1	379
AARSD1	0	8	0	4	23	13	0	10
AASDH	50	87	0	32	208	256	3	82
AASDHPPT	203	271	4	103	412	781	2	289
AASS	137	147	6	0	155	133	1	165
AATF	723	671	29	175	1059	1245	3	805
AATK	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0
ABCA1	3	13	0	179	0	0	0	6
ABCA10	0	0	0	0	0	0	0	0
ABCA11P	4	22	0	7	17	31	0	31
ABCA12	0	0	0	0	0	0	0	0
ABCA13	42	128	0	22	51	67	0	15
ABCA17P	0	8	0	6	0	3	0	22
ABCA2	0	8	0	0	0	0	0	0
ABCA3	27	0	0	0	1	0	0	61
ABCA4	4	15	0	0	32	0	0	0
ABCA5	0	0	0	3	33	0	0	0
ABCA6	0	0	0	0	0	0	0	0
ABCA7	0	10	0	0	0	0	0	0
ABCA8	0	0	0	0	0	0	0	0
ABCA9	0	8	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0
ABCB10	108	162	0	16	165	498	0	195
ABCB11	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0
ABCB6	442	423	10	66	701	704	8	611
ABCB7	115	130	10	24	168	102	3	387
ABCB8	538	532	29	93	1175	914	12	1091
ABCB9	0	0	0	0	0	0	0	0
ABCC1	15	1	0	0	77	6	0	0
ABCC10	58	51	0	0	43	61	7	104
ABCC11	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0
ABCC13	60	113	0	5	220	136	0	104
ABCC2	0	2	0	0	44	0	0	9
ABCC3	0	0	0	0	0	0	0	1
ABCC4	311	153	13	61	407	460	9	399
ABCC5	227	199	1	85	248	187	9	187
ABCC5-AS1	0	0	0	0	18	0	0	0
ABCC6	0	0	0	0	0	0	0	51
ABCC6P1	0	0	0	0	3	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0
ABCD1	53	13	0	0	10	24	0	25
ABCD2	0	0	0	0	0	0	0	0
ABCD3	351	534	2	114	915	523	5	402
ABCD4	83	42	0	56	123	4	1	155
ABCE1	460	515	8	248	931	936	26	821
ABCF1	1063	999	10	134	1561	2236	37	1277
ABCF2	621	811	10	169	907	1365	21	951
ABCF3	389	219	1	81	398	810	7	421
ABCG1	0	0	0	0	0	0	0	0
ABCG2	1161	527	0	0	408	629	14	829
ABCG4	0	0	0	0	0	36	0	0
ABCG5	0	0	0	0	0	19	0	0
ABCG8	0	0	0	0	5	0	0	0
ABHD1	0	0	0	0	2	1	0	0
ABHD10	155	231	0	19	189	281	2	223
ABHD11	94	110	0	98	325	196	1	167
ABHD12	414	499	6	66	654	655	4	521
ABHD12B	97	173	0	71	74	200	1	145
ABHD13	208	106	4	33	86	134	1	109
ABHD14A	0	0	0	0	0	30	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0
ABHD14B	14	105	0	10	88	105	2	120
ABHD15	0	4	0	0	0	55	0	0
ABHD16A	170	73	0	70	114	81	1	192
ABHD16B	0	0	0	0	0	0	0	0
ABHD17A	6	6	0	0	10	19	1	11
ABHD17B	173	213	0	34	203	210	0	189
ABHD17C	49	160	3	97	343	622	8	274
ABHD2	166	164	2	45	314	306	3	149
ABHD3	145	108	3	50	205	281	4	315
ABHD4	63	186	0	0	168	438	4	213
ABHD5	172	330	7	31	389	108	2	300
ABHD6	99	69	4	10	153	116	1	182
ABHD8	0	4	0	3	0	0	1	2
ABI1	519	319	3	120	578	713	9	262
ABI2	37	88	0	0	167	7	0	137
ABI3	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0
ABL1	54	70	0	15	135	322	0	293
ABL2	83	201	6	100	147	152	8	104
ABLIM1	8	106	0	0	143	15	6	113
ABLIM2	0	0	0	0	0	0	0	27
ABLIM3	15	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0
ABR	141	124	0	50	306	183	7	144
ABRA	0	0	0	0	0	0	0	0
ABRACL	295	391	3	291	730	650	4	424
ABT1	566	731	12	173	1089	1144	27	932
ABTB1	0	14	0	0	0	23	0	0
ABTB2	88	99	4	14	19	181	0	66
AC093375.1	0	9	0	1	12	9	0	6
ACAA1	322	241	0	135	635	341	11	415
ACAA2	649	790	5	130	980	1618	15	965
ACACA	499	382	8	66	987	799	24	499
ACACB	0	0	0	0	0	0	0	0
ACAD10	49	9	0	19	112	86	0	43
ACAD11	0	2	0	0	0	7	0	8
ACAD8	154	146	1	54	235	297	0	201
ACAD9	46	48	4	42	266	181	5	126
ACADL	0	0	0	0	0	0	0	0
ACADM	112	277	8	69	236	592	6	243
ACADS	226	162	1	105	229	348	5	231
ACADSB	112	102	4	3	170	104	3	241
ACADVL	132	115	0	30	102	358	1	99
ACAN	0	0	0	0	0	0	0	7
ACAP1	5	3	0	0	5	5	0	0
ACAP2	185	130	1	33	311	327	12	156
ACAP3	39	25	0	3	14	2	0	0
ACAT1	279	202	10	42	469	532	3	385
ACAT2	701	989	5	73	1736	1768	14	827
ACBD3	92	176	5	81	286	579	9	218
ACBD4	0	0	0	0	0	0	0	0
ACBD5	28	19	0	47	75	363	0	124
ACBD6	181	125	0	25	268	308	1	133
ACBD7	11	0	0	0	5	0	0	0
ACCS	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0
