A1BG	14	0	0	0	12	0	46	0	0	0	0	0	0	0	0	0	0	0	0	6	0
A1BG-AS1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1CF	1	0	0	0	31	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A2M-AS1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	70	2	15	7	57	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	1920	351	339	0	990	213	914	1173	123	233	285	477	123	172	20	23	253	0	70	410	221
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	979	247	48	55	746	27	142	289	134	129	28	80	146	56	0	0	42	40	1	141	60
AACS	64	60	39	0	183	65	105	11	79	77	0	0	105	0	0	21	30	0	8	20	0
AACSP1	44	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	4	0	0	0	0	9	2	0	0	0	0	0	0	0	0	1	0	0	4	0
AADACL3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	2	0	11	0	0	0	0	43	0	0	0	0	30	14	0	0	0	7	0	0	0
AAED1	6	0	0	0	2	1	0	27	0	0	0	0	1	0	0	0	4	0	0	20	0
AAGAB	641	172	167	7	372	149	161	351	192	151	92	187	166	13	18	1	129	2	19	163	83
AAK1	1256	766	799	211	1228	202	581	961	208	499	460	525	320	252	33	87	418	241	86	514	53
AAMDC	33	18	22	0	194	7	28	76	10	17	12	0	3	0	0	0	9	0	0	37	8
AAMP	4663	1618	1268	127	3167	569	608	2506	386	1452	315	382	392	227	78	56	427	570	29	1361	237
AANAT	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	579	389	182	1	517	0	67	188	83	258	34	277	137	106	0	1	162	156	2	204	17
AARD	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS	1842	561	387	105	954	26	594	789	191	607	34	309	340	115	48	31	374	14	77	631	153
AARS2	327	78	88	0	98	4	63	61	18	0	12	33	83	10	0	0	65	33	3	49	13
AARSD1	2	3	0	0	9	2	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0
AASDH	138	0	95	40	47	0	117	162	21	112	0	43	0	27	0	3	19	11	0	13	0
AASDHPPT	901	141	104	38	587	130	193	664	104	311	72	183	131	29	3	8	224	0	15	300	115
AASS	401	154	94	13	109	149	164	382	218	21	46	57	10	61	0	0	195	0	34	176	0
AATF	1415	498	147	65	706	241	297	723	59	369	152	125	202	214	13	5	246	113	60	418	102
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA1	342	371	251	12	210	37	155	283	0	59	0	22	125	20	0	3	175	1	0	82	91
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	44	33	28	0	4	1	10	6	0	3	1	22	21	6	0	0	0	46	0	13	0
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0
ABCA13	30	18	21	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ABCA17P	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA2	0	0	0	43	59	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ABCA3	0	0	7	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0
ABCA4	2	0	52	28	68	1	0	80	0	0	0	0	24	0	0	0	0	0	0	0	0
ABCA5	5	0	0	2	61	0	21	33	0	0	4	29	0	0	0	0	0	0	0	0	1
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	445	47	38	13	158	44	1	0	14	16	30	27	15	30	0	0	22	0	2	1	4
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ABCB10	114	44	15	0	48	22	35	19	15	44	19	72	71	0	0	0	100	0	11	19	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ABCB6	377	208	134	38	282	694	44	295	66	10	105	165	9	37	4	6	69	0	18	70	4
ABCB7	177	284	113	8	399	29	220	375	7	37	69	40	3	23	0	1	105	0	14	119	23
ABCB8	398	69	18	81	385	29	59	81	12	1	32	79	75	0	9	0	24	0	1	12	74
ABCB9	0	0	27	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	12	21
