A1BG	0	2	7	0	0	1	0	0	0	6	0	0	8	1	0	0	0	0	0	0	3	0
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	3	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
A2ML1	4	0	20	0	0	0	0	9	0	0	0	0	0	24	0	0	0	8	12	0	12	0
A2MP1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
A4GALT	601	46	590	34	406	138	206	97	457	296	464	266	558	727	677	110	143	107	358	98	456	418
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	270	14	330	19	337	92	33	50	227	67	420	149	264	465	257	46	121	70	150	86	242	277
AACS	89	12	145	8	51	31	18	0	4	78	105	22	263	129	63	7	52	42	95	64	71	24
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0
AADACL2-AS1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AADACL3	14	0	22	2	17	13	20	18	75	0	28	8	56	27	20	18	9	0	8	1	25	12
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	18	2	43	0	11	11	27	0	53	0	0	6	20	37	1	7	2	0	0	0	23	1
AAED1	44	2	16	0	1	6	17	12	36	0	10	0	25	47	60	0	0	42	69	33	28	42
AAGAB	347	41	376	6	162	119	92	34	33	183	375	81	347	411	379	113	106	94	201	0	439	364
AAK1	105	23	161	11	87	21	47	51	170	43	93	98	122	175	111	18	87	171	136	10	106	269
AAMDC	39	8	20	1	13	6	10	4	0	9	16	2	14	53	40	7	0	4	16	0	38	21
AAMP	1243	197	1610	54	1188	376	299	255	1172	672	1169	814	1444	2023	1483	374	259	447	703	140	1219	1010
AANAT	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	258	29	296	8	319	65	37	75	130	74	220	47	491	417	310	89	147	125	161	60	506	223
AARD	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0
AARS	525	59	722	31	541	164	122	113	334	183	700	227	708	825	677	167	275	191	273	23	386	386
AARS2	90	3	77	1	27	8	27	0	0	1	113	15	68	87	24	7	56	36	40	14	113	48
AARSD1	5	2	8	0	4	3	0	1	4	6	9	2	11	15	6	1	1	0	6	1	7	0
AASDH	100	10	32	7	68	26	65	9	12	0	56	78	137	109	60	10	25	54	38	12	56	101
AASDHPPT	345	42	380	25	324	103	187	61	277	199	367	95	288	417	305	85	184	301	120	28	288	368
AASS	70	8	87	13	101	17	119	2	54	1	67	10	54	86	56	5	20	23	39	4	72	112
AATF	456	43	442	18	341	159	106	71	246	269	417	264	486	661	489	161	63	195	194	28	461	391
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	5	0	0	0	0	0	1	0	0	0	0	0	12	0	2	0	0	0	0	0	3	0
ABCA1	30	4	59	6	50	21	53	10	0	20	18	11	116	34	53	25	0	2	33	0	45	0
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	28	5	29	0	61	8	4	23	14	18	15	7	17	56	38	4	8	20	2	1	5	9
ABCA12	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	24	0	30	0	1	6	9	0	0	4	60	2	0	21	10	9	0	0	0	0	0	0
ABCA17P	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ABCA2	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABCA3	7	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	8	0	0	0	0
ABCA4	6	2	4	1	0	9	8	0	17	0	2	43	12	8	10	0	0	1	0	0	0	0
ABCA5	2	0	0	0	9	2	0	0	1	0	9	0	31	4	0	0	45	0	17	0	49	37
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	6	0	7	3	6	0	6	0	0	8	33	4	28	7	5	0	1	7	25	0	1	0
ABCA8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	74	2	173	18	96	21	55	18	79	28	97	64	108	75	115	15	79	16	111	13	21	136
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ABCB5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	247	24	344	11	202	78	80	21	398	151	367	131	460	415	275	46	50	54	210	18	132	205
ABCB7	105	22	73	10	134	42	50	6	147	108	87	76	106	171	94	20	158	46	42	0	118	92
ABCB8	130	18	133	12	90	51	52	20	98	45	162	114	123	265	166	38	84	87	90	49	223	136
ABCB9	0	0	0	0	2	0	0	0	0	0	8	0	0	3	0	1	0	0	0	0	0	0
ABCC1	17	1	16	5	9	3	7	0	0	0	1	2	2	9	32	0	0	6	0	1	0	35
ABCC10	24	2	40	7	43	5	11	6	13	0	23	4	52	41	35	6	45	4	8	35	59	21
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ABCC2	0	0	14	1	9	0	2	0	0	0	0	0	0	7	0	2	0	0	0	0	41	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	207	15	256	33	116	45	50	44	216	90	271	77	191	229	149	38	40	57	130	27	63	141
ABCC5	216	29	351	13	60	102	130	15	193	31	134	273	323	312	334	47	131	15	225	26	245	152
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	20	8	32	2	32	3	5	0	47	33	23	0	24	21	3	12	0	5	13	0	6	5
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ABCD3	359	31	324	26	294	135	86	138	616	88	314	76	404	411	393	62	55	199	229	26	150	344
ABCD4	51	10	45	1	40	22	3	34	23	4	48	18	42	60	50	21	23	29	10	0	107	73
ABCE1	711	82	978	56	762	239	304	189	654	444	765	412	914	876	796	187	283	322	543	97	734	632
ABCF1	655	117	896	73	719	221	319	126	413	436	792	323	886	962	732	221	183	367	548	104	562	939
ABCF2	717	112	825	58	499	268	295	152	634	537	618	361	801	1198	880	184	366	168	393	48	650	616
ABCF3	222	31	313	16	228	84	92	30	160	68	210	195	315	292	250	85	40	131	298	28	74	247
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	975	145	1287	102	912	405	245	234	1188	459	1290	428	1246	1265	938	219	227	438	824	51	402	709
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16
ABHD10	130	40	154	9	43	61	57	19	49	84	143	29	156	211	126	20	84	76	82	4	75	91
ABHD11	176	33	265	8	173	76	38	46	97	135	404	66	288	257	300	44	101	117	261	58	142	176
ABHD12	217	35	342	14	176	89	143	56	218	138	252	24	229	337	150	61	141	145	257	38	152	334
ABHD12B	29	0	19	0	26	6	32	4	0	15	14	0	45	55	27	12	0	0	34	0	24	7
ABHD13	113	8	92	0	90	38	38	22	45	53	61	10	120	85	105	15	94	0	7	58	102	9
ABHD14A	0	2	26	2	0	2	0	0	0	7	15	0	40	32	0	1	8	0	0	0	12	14
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	74	1	71	8	86	16	11	11	13	1	62	3	94	113	47	16	2	5	22	5	23	2
ABHD15	12	8	47	2	36	5	8	7	9	13	5	34	14	38	56	4	0	11	0	41	73	64
ABHD16A	43	7	45	6	66	9	11	3	27	14	58	28	18	63	49	5	13	24	0	25	171	0
ABHD16B	1	0	0	1	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	14
ABHD17A	0	1	3	0	1	0	1	0	0	0	3	1	0	9	1	1	4	3	2	0	5	12
ABHD17B	45	8	68	8	93	38	65	11	0	18	17	14	63	99	47	20	11	41	19	1	25	137
ABHD17C	127	13	281	28	140	57	42	13	13	23	193	78	113	162	126	28	2	187	123	43	118	233
ABHD2	118	18	148	6	142	48	34	26	195	54	159	73	236	135	124	34	42	50	80	7	70	55
ABHD3	89	13	91	8	134	29	11	2	163	61	158	52	114	149	72	26	48	19	48	14	65	59
ABHD4	21	2	47	2	26	6	14	1	0	78	9	0	54	29	57	6	0	36	0	0	148	0
ABHD5	279	36	341	25	207	116	61	64	196	150	221	174	294	487	325	64	165	130	195	120	299	342
ABHD6	58	7	53	2	70	14	56	31	99	10	86	19	53	67	17	9	1	81	40	29	51	132
ABHD8	36	6	22	9	11	10	6	0	0	5	20	13	43	28	15	4	4	5	10	2	31	20
ABI1	218	49	361	21	244	72	108	48	278	77	204	152	354	341	169	86	258	180	201	54	217	74
ABI2	25	4	63	4	3	23	62	8	0	57	21	21	45	75	57	12	0	1	30	0	50	37
ABI3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	74	0	94	16	57	36	69	0	0	17	69	46	56	91	85	34	84	49	49	3	74	144
ABL2	67	7	173	8	32	16	76	1	139	35	4	45	86	87	99	17	65	20	69	0	156	123
ABLIM1	2	0	0	0	21	0	2	0	0	0	2	0	0	1	8	3	0	0	0	30	1	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	1	0	0	0	0	0	2	0	0	0	0	2	0	9	0	0	0	15	0	0	25	0
ABO	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	64	2	150	14	63	20	49	1	43	38	80	2	65	87	97	11	3	27	55	9	195	109
ABRA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	392	45	409	56	435	185	239	49	163	218	467	201	458	591	369	133	149	173	305	53	386	468
ABT1	611	79	973	37	587	181	172	123	548	328	919	442	860	963	871	207	136	242	546	84	462	714
ABTB1	1	0	9	0	3	8	0	0	0	5	1	10	9	3	0	0	0	0	0	0	0	0
ABTB2	39	2	18	1	24	2	12	2	37	6	32	10	24	22	55	1	0	2	12	18	58	32
AC093375.1	1	0	1	0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	8	1
ACAA1	275	42	465	13	227	88	97	25	258	139	237	141	430	439	293	46	249	107	170	45	217	208
ACAA2	546	70	647	26	492	198	180	96	380	454	638	597	682	830	545	96	103	145	330	53	597	686
ACACA	336	51	593	40	328	141	98	66	172	136	258	212	315	509	315	100	86	204	371	81	474	591
ACACB	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD10	22	8	54	2	10	9	4	5	29	27	69	9	56	31	38	1	27	0	31	12	64	7
ACAD11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ACAD8	178	14	95	3	120	40	14	27	4	32	132	77	93	111	125	27	13	42	14	19	153	73
ACAD9	87	27	103	3	130	19	10	41	40	62	80	50	241	139	145	33	28	33	102	32	148	150
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	255	30	250	20	217	101	129	74	109	105	141	157	325	290	190	48	0	144	91	41	266	97
ACADS	20	1	41	0	17	6	15	9	0	0	53	5	20	18	14	5	0	4	10	0	49	0
ACADSB	225	9	154	11	149	49	20	28	51	43	119	71	267	291	159	65	32	119	164	0	106	87
ACADVL	95	9	110	10	86	43	43	25	32	37	69	53	71	159	91	24	5	104	103	26	176	130
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	3	0	1	0	0	0	0	0	4	0	7	0	0	3	2	0	0	1	0	0	0	0
ACAP2	129	17	188	14	22	26	52	21	80	58	120	49	170	126	155	25	63	41	31	4	76	73
ACAP3	4	1	20	0	18	1	7	1	0	0	4	9	7	11	0	0	0	3	16	0	0	39
ACAT1	336	45	547	22	373	121	53	21	171	283	389	191	430	466	324	83	230	92	208	20	393	330
ACAT2	1161	151	1745	75	1105	371	214	430	747	592	1692	681	1766	2418	1646	285	435	266	506	226	958	1380
ACBD3	89	15	215	22	177	37	132	0	111	41	54	16	118	168	101	42	32	68	37	11	156	128
ACBD4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ACBD5	55	8	108	1	55	19	14	10	41	33	60	47	27	40	61	16	99	22	114	0	52	71
ACBD6	90	4	70	0	63	41	50	42	89	7	131	23	151	157	90	21	0	19	13	4	90	147
ACBD7	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0
ACCS	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	128	5	180	7	91	38	20	39	34	30	128	38	226	213	123	21	1	75	87	0	120	252
ACE	10	0	2	0	0	1	13	0	5	0	0	0	3	3	4	0	0	21	0	0	30	0
ACE2	226	35	507	15	159	68	72	23	398	141	320	197	281	322	264	18	131	71	336	45	92	290
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	6	0	26	0	0	0	19	1	28	7	0	3	6	1	0	0	0	0	1	3
ACER3	131	19	227	5	158	34	54	27	225	17	178	60	149	103	117	32	39	59	22	9	31	208
ACHE	4	0	11	0	0	0	0	0	0	1	0	13	0	0	3	0	0	0	0	0	0	43
ACIN1	219	41	354	26	219	113	217	20	260	71	208	197	373	455	300	80	118	190	424	111	341	485
ACKR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	116	9	82	5	119	44	49	53	181	83	205	117	227	190	155	20	83	21	82	37	103	122
ACKR3	6	0	0	0	6	1	0	0	42	0	0	14	0	19	0	0	0	0	0	0	0	0
ACKR4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
