A1BG	0	0	0	0	0	112	0	0	0	61
A1BG-AS1	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	28	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	33	0	0	0	0
A4GALT	492	219	657	107	65	1347	39	45	375	1174
A4GNT	0	0	15	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0
AAAS	633	183	1035	0	1	1062	65	32	1940	667
AACS	5	0	0	0	0	44	9	0	0	0
AACSP1	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	1	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0
AADAT	0	25	0	0	0	129	15	0	1	0
AAED1	0	0	0	0	0	103	0	0	0	0
AAGAB	154	36	925	1	65	975	30	10	371	381
AAK1	140	145	367	69	0	247	20	98	69	75
AAMDC	103	175	897	96	0	402	12	219	248	328
AAMP	2314	823	5879	2464	627	2984	258	618	1576	3452
AANAT	0	0	0	0	0	0	0	0	0	0
AAR2	562	137	1529	646	1	2547	32	0	1463	1071
AARD	0	0	0	0	1	0	0	1	0	0
AARS	62	101	771	57	0	397	25	0	296	336
AARS2	114	14	921	195	0	303	42	19	152	373
AARSD1	4	8	38	0	2	8	2	0	1	45
AASDH	37	15	167	1	18	75	11	145	20	57
AASDHPPT	114	47	430	78	172	635	12	379	424	368
AASS	17	0	464	0	87	308	7	179	267	29
AATF	491	439	3064	681	548	2704	91	823	689	1494
AATK	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0
ABAT	0	55	0	0	0	0	0	0	0	13
