A1BG	0	373	317	774	701	984	473
A1BG-AS1	0	0	0	0	0	24	7
A1CF	0	0	55	17	0	0	40
A2M	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0
A2ML1	88	0	24	0	0	0	0
A2MP1	0	0	0	0	0	0	0
A3GALT2	0	0	0	7	0	0	0
A4GALT	15	18	0	75	38	35	0
A4GNT	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0
AAAS	0	97	84	237	59	146	117
AACS	0	0	0	42	36	0	18
AACSP1	0	0	4	0	16	12	39
AADAC	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0
AADAT	0	0	0	2	0	0	0
AAED1	50	31	1	103	27	16	0
AAGAB	0	0	87	123	79	48	4
AAK1	49	130	138	187	164	226	172
AAMDC	6	177	176	48	88	112	19
AAMP	0	394	1186	544	235	1250	850
AANAT	0	0	0	0	0	0	0
AAR2	192	225	484	620	242	706	470
AARD	0	0	0	0	0	0	0
AARS	115	1	111	89	0	0	0
AARS2	0	0	0	0	26	105	68
AARSD1	0	0	1	2	3	0	9
AASDH	246	0	123	52	111	11	113
AASDHPPT	75	0	0	72	4	0	1
AASS	0	0	32	0	32	0	17
AATF	38	86	359	811	400	713	622
AATK	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0
ABCA1	0	0	0	11	10	0	11
ABCA10	0	0	46	0	5	28	0
ABCA11P	0	28	94	81	44	47	50
ABCA12	0	0	0	0	0	0	22
ABCA13	57	0	0	0	64	0	0
ABCA17P	0	62	115	258	160	80	61
ABCA2	0	0	0	10	0	6	0
ABCA3	0	13	50	73	52	0	0
ABCA4	0	0	0	0	0	0	0
ABCA5	0	14	0	38	67	1	0
ABCA6	0	6	0	0	0	0	0
ABCA7	0	0	18	5	44	0	0
ABCA8	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0
ABCB1	16	8	236	68	0	60	55
ABCB10	0	0	39	0	0	0	0
ABCB11	0	0	0	0	0	0	0
ABCB4	178	0	42	0	0	61	0
ABCB5	0	0	0	0	0	0	0
ABCB6	0	0	19	0	5	0	0
