A1BG	64	31	0	396	0	172	0	1
A1BG-AS1	0	0	0	6	0	12	0	0
A1CF	65	271	0	38	0	50	99	116
A2M	1	0	0	0	0	0	0	0
A2M-AS1	0	0	0	2	0	0	0	0
A2ML1	63	107	10	12	346	11	0	219
A2MP1	0	0	0	0	0	0	0	0
A3GALT2	4	0	0	4	0	5	0	0
A4GALT	288	375	344	36	508	105	184	431
A4GNT	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0
AAAS	252	692	136	57	739	127	405	1
AACS	224	132	145	95	147	82	203	27
AACSP1	0	1	0	0	0	34	34	0
AADAC	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	0	0	0
AAED1	0	0	0	0	0	0	0	0
AAGAB	64	222	384	76	226	84	391	0
AAK1	123	279	203	145	229	70	376	65
AAMDC	0	0	0	19	1	37	0	103
AAMP	5	69	0	134	0	125	310	45
AANAT	0	7	0	0	0	0	0	0
AAR2	73	118	39	110	1	203	350	130
AARD	0	0	0	0	0	0	0	0
AARS	34	279	496	45	13	14	229	369
AARS2	2	91	0	31	1	15	69	71
AARSD1	0	1	0	3	0	0	11	2
AASDH	140	202	22	5	1	40	71	0
AASDHPPT	21	55	76	0	30	23	18	239
AASS	31	42	0	1	0	0	0	24
AATF	25	132	378	40	0	105	205	72
AATK	0	0	0	0	0	1	0	1
AATK-AS1	0	0	0	0	0	0	0	0
ABAT	76	49	4	30	0	63	4	161
ABCA1	145	78	137	97	1	135	218	160
ABCA10	0	0	0	2	0	11	0	13
ABCA11P	0	31	0	48	30	30	28	121
ABCA12	7	56	0	27	0	7	155	0
ABCA13	0	31	0	44	0	0	11	0
ABCA17P	79	23	10	46	70	15	0	62
ABCA2	44	209	95	5	1	1	32	29
ABCA3	67	191	397	53	0	58	27	177
ABCA4	0	0	279	1	0	10	0	0
ABCA5	195	138	2	22	300	15	121	68
ABCA6	0	0	0	9	0	14	0	0
ABCA7	0	0	0	5	0	0	0	35
ABCA8	0	0	0	0	0	0	0	0
ABCA9	0	8	0	2	0	9	0	0
ABCB1	0	29	0	0	0	15	32	0
ABCB10	1	75	0	0	0	0	0	0
ABCB11	8	0	0	0	0	0	0	0
ABCB4	662	975	1682	180	1377	496	841	391
ABCB5	28	11	0	2	0	2	0	0
ABCB6	30	0	0	3	0	18	0	95
ABCB7	126	88	0	130	0	156	91	89
ABCB8	6	0	0	17	0	1	78	14
ABCB9	48	430	516	39	86	51	52	11
ABCC1	176	196	429	57	301	5	377	102
ABCC10	6	10	0	4	0	22	0	1
ABCC11	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0
ABCC13	2	0	0	0	0	0	0	0
ABCC2	33	0	0	0	0	5	0	0
ABCC3	98	209	281	21	0	99	215	191
ABCC4	98	164	598	146	0	124	142	32
ABCC5	131	70	68	24	361	65	24	0
ABCC5-AS1	0	0	0	0	0	0	0	0
ABCC6	362	1125	134	363	71	174	650	905
ABCC6P1	1062	1701	589	559	261	336	1243	1779
ABCC6P2	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0
ABCD1	13	0	0	13	0	28	0	170
