A1BG	70	0	0	0	27	75	34	35	0	53	1	4	0	35
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	5	0	0	0
A2M	0	0	0	0	0	1	0	0	0	3	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	20	0	0	0	0
A2ML1	0	0	0	0	0	0	0	1	0	0	93	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	19	0	26	0	0	0	7	13	0	0
A4GALT	1212	849	1932	1506	2316	1746	2460	3146	489	2457	2261	1270	2763	297
A4GNT	0	0	0	13	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	542	345	585	420	597	875	512	663	0	413	510	410	846	3
AACS	0	99	106	0	5	2	0	81	0	60	0	91	0	0
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	7	0	0	0
AADACL2-AS1	0	0	0	29	0	0	0	0	0	0	24	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	112	0	24	0	95	133	0	54	0	43	0	61	0	0
AAED1	35	4	0	0	56	32	283	71	0	12	67	69	65	0
AAGAB	79	206	346	436	137	617	483	229	153	97	488	173	889	52
AAK1	24	31	62	107	208	158	113	87	0	94	65	122	195	1
AAMDC	402	100	650	334	519	787	335	414	98	362	464	313	603	23
AAMP	1713	1065	1189	2057	1723	4843	3725	3193	604	1544	1519	955	2559	374
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	194	197	420	882	554	1136	1728	911	143	412	398	208	1217	1
AARD	0	18	0	0	0	1	0	0	0	2	0	0	0	0
AARS	0	87	0	381	92	430	0	106	0	99	394	19	742	0
AARS2	431	179	87	674	902	1141	0	730	150	344	1031	72	1075	34
AARSD1	3	5	2	8	6	15	11	10	0	8	12	3	0	0
AASDH	279	104	2	85	260	84	102	61	17	182	49	248	19	0
AASDHPPT	517	156	299	456	521	1182	610	331	3	463	599	242	261	115
AASS	125	10	13	85	12	52	0	177	0	6	69	8	84	0
AATF	306	535	718	764	839	2766	1316	1407	184	766	399	1098	1899	247
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	1	0	0	246	0	81	81	22	8	0	0	0
ABCA1	179	24	0	0	79	493	66	115	30	88	408	136	232	46
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	16	0	10	14	32	23	0	10	25	30	3	25	48	17
ABCA12	0	0	0	12	0	2	0	0	0	0	1	0	0	0
ABCA13	0	0	0	0	0	125	0	57	0	46	21	0	0	20
ABCA17P	289	51	0	233	431	468	86	200	28	78	362	79	299	15
ABCA2	0	0	0	1	77	25	87	0	0	32	80	0	0	0
ABCA3	24	92	0	1	0	0	216	56	0	0	0	0	0	0
ABCA4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABCA5	0	0	0	0	19	0	0	0	0	41	90	18	0	0
ABCA6	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ABCA7	0	0	0	178	13	1	0	15	0	26	0	0	0	36
ABCA8	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	114	0	16	0	0	0	0	0	0
ABCB10	42	9	43	0	257	275	0	99	0	101	93	13	142	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	13	2	1	0	0	0	8	0	0	5	0
ABCB6	88	60	501	0	97	335	245	321	1	20	230	28	165	106
ABCB7	68	0	1	4	535	365	240	240	16	169	397	66	661	1
ABCB8	235	133	444	410	183	984	143	341	201	250	322	69	142	2
ABCB9	0	62	0	76	0	0	0	51	0	0	0	0	0	0
ABCC1	0	0	0	0	0	0	0	0	0	27	55	0	0	0
ABCC10	0	0	0	208	3	295	0	50	0	52	44	0	0	1
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	82	0	0	0	11	0	0	37	0	18	0	64	0	0
ABCC2	65	0	0	118	1	6	122	0	9	0	50	0	0	0
ABCC3	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ABCC4	1	124	1	188	382	511	174	99	99	158	1158	27	0	67
ABCC5	128	0	32	571	147	380	48	396	17	509	418	202	494	1
ABCC5-AS1	0	0	0	16	0	6	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	149	0	0	0	0	26	0	0	0	0
ABCC6P1	5	6	0	0	0	0	0	44	0	14	21	0	63	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ABCD1	66	0	125	107	52	22	66	68	0	30	31	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
