A1BG	0	0	30	0	0	0	60	0	0	0	0	0	0	0	27	0	0	0	0	0	51	0	0	0	0	0
A1BG-AS1	0	0	0	0	0	0	0	0	55	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
A2ML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	1665	1162	311	3147	48	122	3919	399	691	74	574	63	4396	238	1063	135	699	1132	617	1117	61	26	1015	3163	1834	2777
A4GNT	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	386	184	510	3060	70	40	686	175	1145	191	357	131	1573	117	332	150	76	458	1372	1136	500	18	713	2602	2037	2509
AACS	0	0	0	942	0	48	1	0	125	176	0	18	302	124	0	0	0	0	297	0	0	0	91	384	95	51
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
AADACL2	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	3	0	7	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	42	0	0	0	299	15
AADACL3	0	1	20	187	0	0	0	120	331	0	0	0	546	0	0	0	38	0	82	683	0	0	0	176	39	1
AADACL4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	97	0	21	0	22	0	0	0	0	0	1	25	328	18	2	1	0	4	0	128	0	1	32	351	0	0
AAED1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
AAGAB	193	30	93	1134	0	25	555	257	271	472	37	135	2188	0	238	2	0	2	0	764	583	7	273	429	1014	321
AAK1	98	53	13	241	140	40	599	134	85	70	39	36	664	66	150	215	98	209	502	257	71	1	238	1182	2559	416
AAMDC	851	175	67	1022	80	0	518	159	306	59	127	63	887	129	117	242	29	348	208	471	155	7	187	519	426	751
AAMP	4710	1171	676	13309	146	283	7566	1484	3460	2478	2231	662	13184	1285	3136	1499	719	955	5162	4720	1274	32	5887	9254	12498	7170
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0
AAR2	679	68	132	3596	0	41	4	128	911	1010	194	243	3431	84	407	788	278	1149	0	413	212	6	1140	911	0	1460
AARD	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	72	0	0	0	0	1	54
AARS	2	135	283	3739	259	47	386	758	1230	812	206	9	2516	243	252	0	260	365	25	2106	571	22	539	4102	3906	1442
AARS2	2147	1477	491	4753	2	5	984	345	993	493	916	173	2247	74	53	40	1643	642	387	2179	127	24	198	1690	1279	1178
AARSD1	18	4	4	52	0	0	8	11	22	7	5	2	23	5	5	0	0	0	29	11	3	0	24	11	55	28
AASDH	0	114	24	440	0	1	99	115	11	47	3	26	578	28	19	0	32	0	0	599	6	1	0	743	411	108
AASDHPPT	266	79	98	1703	0	18	238	79	190	22	216	81	1307	83	84	0	3	202	121	776	96	8	399	270	1119	968
AASS	245	0	0	369	0	0	6	10	80	1	0	0	181	26	1	1	0	3	0	0	13	0	1	382	398	0
AATF	946	213	308	4650	32	101	1579	308	1209	377	268	212	5531	311	1401	250	68	175	1439	3527	477	23	1795	3660	3811	2708
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	62	0	0	0	0	0	0	0	2	0
ABCA1	600	543	105	3891	0	0	1104	158	254	0	128	50	543	1	34	52	112	0	116	1079	0	3	2	902	252	111
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCA11P	33	0	14	369	0	1	11	1	13	15	7	0	25	9	0	0	0	62	29	0	0	0	70	87	38	27
ABCA12	0	0	0	0	0	0	0	0	0	0	8	1	0	33	0	0	0	0	1	0	0	2	0	0	1	0
ABCA13	84	0	6	137	0	0	285	0	7	208	0	18	19	44	70	0	0	0	0	7	0	2	46	0	1	35
ABCA17P	12	0	0	62	0	0	86	0	30	0	0	0	0	0	0	0	0	0	0	138	19	0	8	0	1	47
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	25	1	0
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ABCA4	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0
ABCA5	0	0	40	0	0	0	115	6	22	0	0	0	1	1	0	0	0	0	0	0	12	0	0	548	2	1
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	0	0	332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	252	22	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	44	38	1	1	15	20	110	67	184	32	66	4	432	7	86	0	55	122	143	81	1	1	35	230	444	202
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	1	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1
ABCB6	137	0	61	974	2	16	201	304	0	0	432	0	888	129	424	0	104	699	0	5	222	0	892	645	802	30
ABCB7	93	60	48	2011	35	14	1180	198	54	152	123	0	2511	1	222	11	1	64	8	324	0	7	95	1468	2592	761
ABCB8	53	392	190	2472	0	102	1897	200	834	773	1041	164	4027	275	871	538	419	91	409	1172	23	33	789	1698	2403	586
ABCB9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCC1	152	0	20	62	0	0	0	0	170	0	39	11	0	0	0	0	0	0	0	0	1	0	0	190	0	303
ABCC10	1	6	4	517	0	12	687	195	125	0	91	0	488	0	107	0	216	0	0	0	1	2	12	0	1192	73
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCC13	109	76	12	61	0	0	186	0	0	134	14	20	138	18	0	0	0	0	1	0	1	0	195	0	2	131
ABCC2	430	0	19	1739	0	0	17	126	0	49	44	0	770	0	149	0	140	153	126	176	0	7	1	585	2	55
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	154	75	14	371	7	14	358	0	0	401	82	48	676	195	244	0	39	9	83	563	1	0	281	407	8	160
ABCC5	132	447	171	4306	18	28	378	145	785	239	619	86	2346	46	252	6	336	780	1956	1099	85	24	232	1179	1511	1396
ABCC5-AS1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ABCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	176	137	0	0	0	241	136	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCD3	51	5	19	971	5	4	391	133	35	303	37	25	1268	136	31	13	102	138	263	106	27	4	264	310	1890	392
ABCD4	268	56	28	249	43	0	70	265	346	344	91	15	94	0	1	0	0	372	70	258	0	8	246	647	23	285
ABCE1	647	137	103	1697	49	23	1103	383	383	165	126	39	2709	64	498	28	85	263	383	895	168	8	357	1931	3820	1532
ABCF1	924	526	318	4082	220	21	1539	695	683	687	682	94	6175	42	589	756	925	1978	2091	6286	477	22	1023	3049	2912	2410
ABCF2	1469	870	523	9553	323	150	2170	894	771	435	772	459	6542	571	1956	602	166	1414	1141	4340	635	27	2752	8236	8946	3880
ABCF3	2633	554	219	3349	2	57	1649	839	1592	95	559	228	2681	126	568	497	1153	655	484	802	28	32	797	1207	4466	784
ABCG1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ABCG2	97	0	2	683	70	146	698	0	0	321	0	0	1598	214	269	0	0	32	102	867	0	2	355	606	84	236
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCG8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD10	321	0	16	1099	43	8	350	3	92	0	27	12	0	10	121	0	0	37	83	816	0	1	59	1385	31	779
ABHD11	431	0	252	2033	49	26	1540	4	782	261	408	13	1512	266	947	457	0	62	0	407	126	10	933	1053	1782	1628
ABHD12	409	62	1	2646	0	21	1121	167	116	866	39	35	1354	94	250	117	2	16	1062	1012	1	6	1327	384	1350	726
ABHD12B	8	63	14	886	0	13	0	72	201	55	48	0	537	52	79	0	0	0	0	298	15	1	54	494	1	275
ABHD13	2	0	4	616	0	1	212	0	63	107	37	4	258	0	130	0	0	0	1	0	0	2	79	148	367	371
ABHD14A	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	58	17	0	28	266	96	124	108	67	0	31	0	174	0	0	0	24	0	1	0	262	0	275	155
ABHD15	0	0	127	399	0	0	568	111	172	0	154	30	1	0	0	19	0	32	0	368	128	1	0	37	1	0
ABHD16A	261	60	120	427	2	4	612	5	153	0	172	100	518	0	337	94	148	1	0	461	1	3	72	453	1668	431
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	4	3	25	3
ABHD17B	168	0	5	537	24	0	264	7	220	0	8	5	519	20	0	1	32	0	18	200	20	3	47	152	439	63
ABHD17C	1	2	1	213	70	1	476	1	1	7	36	0	127	0	0	0	0	0	0	88	0	0	173	244	0	200
ABHD2	414	49	27	376	21	4	240	64	83	93	36	9	680	54	156	2	9	43	48	276	23	4	362	368	1723	463
ABHD3	276	75	12	493	0	15	546	143	226	2	29	41	888	31	411	0	0	0	0	1032	0	7	0	544	1058	362
ABHD4	0	0	0	0	1	0	0	12	0	0	0	0	1039	174	190	0	0	38	0	0	227	1	48	480	0	256
ABHD5	328	14	1	402	0	12	423	1	181	430	19	20	2483	48	129	340	167	218	76	127	9	1	338	547	394	276
ABHD6	174	0	0	32	0	0	784	0	46	0	27	0	363	14	0	1	8	2	0	227	0	0	1	1020	1096	88
ABHD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43
ABI1	695	13	25	3222	124	25	1677	221	840	326	207	79	2064	216	665	44	50	46	20	117	83	21	92	1988	2282	1243
ABI2	45	2	40	362	0	11	832	117	239	138	35	0	3	0	85	0	0	0	301	67	76	4	126	287	0	323
ABI3	0	0	43	0	0	1	0	0	0	0	0	0	0	1	28	0	0	25	0	0	0	0	129	40	1	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	27	300	64	166	0	1	371	271	81	0	5	22	644	219	31	723	0	12	594	104	0	0	102	633	4	414
ABL2	806	136	11	1231	0	0	875	233	285	116	100	102	1584	0	33	4	318	124	362	1111	321	7	1	1308	643	1026
ABLIM1	0	1	1	0	0	0	0	0	51	0	0	0	439	14	65	0	0	0	0	91	0	0	0	517	2	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0
ABLIM3	286	0	4	0	0	0	36	0	77	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1097	48
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABR	347	1072	180	3133	118	0	1343	360	813	473	309	63	2641	45	270	844	1384	290	1031	1753	37	4	202	771	6836	848
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ABRACL	90	0	0	152	20	0	81	0	142	0	168	0	131	47	104	0	10	139	115	162	107	0	135	364	323	453
ABT1	2089	291	426	6409	67	99	1869	860	1719	466	649	203	4407	287	1635	818	222	762	1114	4439	617	25	1869	4988	8422	2547
ABTB1	0	90	0	210	0	0	0	0	93	0	0	0	4	0	0	0	0	0	0	444	0	0	0	0	0	0
ABTB2	239	58	15	62	2	2	642	220	14	0	124	43	801	18	214	92	0	1	0	166	0	11	128	753	4180	398
AC093375.1	0	0	0	0	0	0	0	1	60	0	7	0	6	0	8	0	0	0	21	0	0	0	0	0	0	0
ACAA1	932	442	107	2314	54	26	1240	615	204	463	443	63	1728	217	613	1086	188	97	1195	1039	332	4	518	1018	566	769
ACAA2	657	185	170	1895	59	23	1357	151	424	678	825	89	3116	226	663	190	430	1931	302	1190	284	10	1477	2175	4593	1866
ACACA	895	588	59	2538	58	38	522	211	475	912	8	66	1741	136	279	0	976	0	968	1363	139	6	517	1982	644	168
ACACB	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	32	0	0	349	0	0	0	200	849	0
ACAD10	988	162	129	721	67	0	143	104	221	36	209	0	2093	117	320	1	0	597	4	680	0	0	0	6	5	1105
ACAD11	0	10	0	141	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD8	175	39	96	1414	42	12	873	383	868	132	330	0	386	153	50	1	172	0	551	645	368	6	481	900	682	831
ACAD9	330	54	0	689	1	25	645	59	177	2	302	0	632	87	92	472	248	0	2	1818	0	8	241	736	870	379
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	686	72	2	1932	0	3	603	69	126	153	204	88	751	125	88	245	1	359	24	681	76	7	307	1513	1123	694
ACADS	185	150	51	534	0	6	435	20	113	1	36	15	29	4	15	244	333	335	0	596	0	0	32	1114	377	121
ACADSB	109	0	86	881	0	2	281	1	208	115	4	0	797	33	275	35	0	75	11	110	0	2	321	64	0	517
ACADVL	4	311	171	2083	1	37	2136	55	400	394	112	0	1545	122	203	109	147	521	919	1107	92	14	482	1459	1089	959
