A1BG	17	0	6	21	3	2	0	34	0	2	3	30
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	3	0
A1CF	0	0	0	0	0	0	0	0	0	1	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0	7
A2ML1	0	2	0	9	0	0	25	31	13	0	47	14
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	337	43	91	13	39	47	69	16	41	20	144	278
A4GNT	0	0	0	2	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	283	52	0	36	29	12	84	74	79	0	173	82
AACS	125	22	17	43	0	10	20	78	29	24	75	302
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	1	0	0	0	0	0	0	0	0	0	0	5
AADACL2-AS1	9	2	10	1	0	2	12	21	4	13	14	31
AADACL3	1	0	0	0	0	0	0	0	0	0	0	0
AADACL4	3	0	0	0	0	0	0	0	0	0	0	0
AADACP1	3	0	0	0	0	0	0	0	0	0	0	0
AADAT	69	0	10	14	22	18	22	85	90	20	133	61
AAED1	118	2	3	99	13	8	0	43	73	25	57	145
AAGAB	438	32	128	101	93	12	90	60	213	38	277	373
AAK1	291	67	334	460	70	87	315	336	197	187	651	1337
AAMDC	12	1	0	0	0	15	3	38	8	0	25	39
AAMP	2632	100	1153	533	250	96	675	1059	565	411	1650	2297
AANAT	1	0	0	0	0	0	0	0	0	0	0	0
AAR2	510	14	68	126	42	17	35	183	105	14	200	242
AARD	0	0	0	0	1	0	3	2	3	6	12	0
AARS	479	94	246	195	83	53	260	462	193	74	860	742
AARS2	223	15	16	2	20	28	76	99	55	19	81	423
AARSD1	4	0	0	0	0	0	0	1	2	0	1	2
AASDH	85	4	0	12	24	16	33	12	15	22	22	156
AASDHPPT	206	3	73	67	60	39	42	237	59	92	305	157
AASS	58	14	130	64	43	29	52	110	65	43	127	484
AATF	884	34	375	101	82	68	153	348	226	95	534	987
AATK	0	0	0	0	0	0	0	0	0	0	0	14
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	1	0	0	0	0	2	28
ABCA1	827	146	36	176	119	122	69	153	209	27	219	385
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	48	0	6	5	6	6	6	18	23	12	18	41
ABCA12	0	0	0	0	0	0	0	0	3	0	0	0
ABCA13	33	0	0	5	0	0	0	0	8	0	1	0
ABCA17P	0	0	0	0	0	0	0	0	0	0	0	14
ABCA2	0	0	0	0	0	0	10	10	0	3	0	29
ABCA3	0	0	0	0	0	0	0	7	6	0	0	0
ABCA4	0	0	2	0	0	0	1	0	5	4	0	4
ABCA5	12	8	1	4	2	6	12	1	0	3	31	16
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	38	3	0	64	16	2	3	66	11	1	27	156
ABCA8	0	0	0	0	0	0	0	0	0	0	0	2
ABCA9	9	0	0	0	0	0	0	0	0	0	0	1
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	94	10	0	0	0	11	6	19	3	1	60	34
ABCB11	0	0	0	0	0	0	1	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	35	0	0	0	0
ABCB5	24	5	0	0	0	2	0	0	3	0	0	0
ABCB6	1205	97	209	303	93	79	181	344	432	71	566	2659
ABCB7	251	9	13	0	40	15	0	43	88	0	53	133
ABCB8	161	34	75	293	56	43	56	189	172	34	332	314
ABCB9	0	8	0	0	0	0	13	17	22	3	0	2
ABCC1	15	2	8	59	1	1	24	58	11	28	24	135
ABCC10	124	0	11	39	1	18	82	6	42	9	81	198
ABCC11	1	9	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	9	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	0	0	5
ABCC2	5	0	0	5	0	0	0	16	15	0	7	41
ABCC3	0	0	0	0	0	0	0	0	0	0	0	3
ABCC4	37	13	0	6	0	6	8	1	16	1	15	17
ABCC5	195	17	247	152	111	81	124	334	149	60	527	577
ABCC5-AS1	0	0	0	0	0	0	2	0	0	0	0	4
ABCC6	0	0	0	0	0	0	0	2	0	0	1	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	1	0	0	0	4
ABCC9	4	0	0	0	1	1	1	4	0	0	0	4
ABCD1	108	5	12	23	2	26	51	19	27	4	141	201
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	473	49	89	117	30	85	47	53	99	65	310	440
ABCD4	88	6	0	35	1	6	14	25	45	0	33	0
ABCE1	939	42	216	218	51	87	202	305	177	126	565	1040
ABCF1	1403	140	487	484	157	176	419	595	428	437	1121	2053
ABCF2	799	57	266	163	105	89	253	687	249	145	692	634
ABCF3	541	30	88	142	35	56	303	169	110	31	297	857
ABCG1	0	0	0	0	10	3	0	19	0	0	25	6
ABCG2	516	30	770	460	207	68	482	521	395	168	951	1499
ABCG4	0	0	0	1	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	1	0
ABCG8	0	0	0	0	0	0	0	27	0	0	0	0
ABHD1	0	0	0	1	0	0	0	0	0	0	0	1
ABHD10	151	5	46	15	10	0	15	12	67	19	63	72
ABHD11	268	4	125	195	39	54	136	201	86	193	263	973
ABHD12	203	12	81	41	62	21	71	134	102	35	285	392
ABHD12B	33	9	0	0	8	5	9	0	1	22	19	103
ABHD13	91	4	23	8	0	16	71	45	51	9	55	82
ABHD14A	43	2	0	1	10	9	0	46	6	10	25	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	121	24	0	0	0	15	11	44	35	2	83	31
ABHD15	15	3	20	4	0	0	19	0	18	0	8	36
ABHD16A	222	45	14	46	31	41	65	67	97	39	121	110
ABHD16B	0	0	0	0	0	2	1	0	1	0	0	0
ABHD17A	2	0	2	1	0	3	1	1	1	1	3	22
ABHD17B	312	32	23	57	19	33	72	74	99	20	91	400
ABHD17C	236	6	18	6	3	22	29	44	28	42	90	131
ABHD2	289	23	38	66	9	36	36	105	77	9	92	139
ABHD3	345	68	41	97	68	11	32	143	74	28	175	399
ABHD4	611	77	441	119	53	51	36	178	174	74	308	1825
ABHD5	1181	160	219	176	84	107	175	445	463	126	846	1008
ABHD6	393	52	99	2	5	53	92	6	68	23	178	121
ABHD8	15	0	28	15	7	0	12	11	8	10	21	9
ABI1	490	100	245	165	124	48	85	222	155	46	657	505
ABI2	244	36	38	35	25	29	108	48	39	33	99	192
ABI3	3	0	0	0	3	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	413	21	1	96	11	47	88	61	88	23	71	148
ABL2	179	26	6	122	27	17	50	120	22	31	84	287
