A1BG	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A1BG-AS1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	43	55	63	33	9	207	51	340	66	37	29	128	199	251	41	125	131	16
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	270	4	78	48	55	455	55	183	0	9	11	148	157	328	104	85	42	30
AACS	472	0	2	12	0	238	36	175	0	22	43	68	115	27	44	62	36	34
AACSP1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	68	0	2	22	0	44	15	64	0	0	8	25	0	15	4	13	5	0
AAED1	17	0	7	0	0	0	6	0	0	34	0	8	0	3	12	5	8	0
AAGAB	147	26	104	183	14	387	72	20	23	1	44	77	273	126	65	90	2	17
AAK1	412	41	42	42	59	201	82	103	275	43	15	146	34	201	82	149	82	26
AAMDC	0	0	29	48	4	63	9	7	0	1	0	14	0	1	0	34	26	0
AAMP	1347	209	245	157	95	1403	217	432	132	6	38	628	203	813	263	571	214	163
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	252	64	116	0	64	443	125	113	0	45	4	172	1	28	77	116	113	42
AARD	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
AARS	681	46	162	145	62	966	225	601	0	37	34	265	12	1059	100	294	64	46
AARS2	33	0	10	0	0	62	25	35	0	29	1	29	85	94	9	40	14	19
AARSD1	8	0	1	0	0	5	1	0	0	0	0	3	0	5	1	0	1	0
AASDH	45	0	24	0	46	135	2	239	0	14	0	52	11	0	11	21	2	11
AASDHPPT	187	3	111	9	67	298	31	177	10	0	74	176	71	178	69	73	59	14
AASS	6	2	0	0	0	40	10	0	0	0	0	36	0	67	3	45	22	2
AATF	676	126	91	0	72	714	121	13	26	35	42	210	232	305	140	156	64	20
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	29	0	0
ABCA1	53	27	15	95	24	0	18	85	1	173	3	73	0	250	4	87	14	7
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	0	0	5	0	8	27	14	1	0	0	0	1	0	73	0	26	0	0
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	0	0	1	2	0	56	0	2	0	0	0	0	0	0	1	7	0	4
ABCA17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
ABCA3	0	0	0	0	0	0	0	0	28	0	10	0	0	0	1	11	0	0
ABCA4	0	0	4	0	0	0	0	0	0	0	0	14	0	0	2	6	16	0
ABCA5	0	1	0	0	0	0	7	0	0	0	0	0	0	0	1	4	5	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	27	0	0	0	50	0	0	0	29	1	31	62	0	1	9	15	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	50	1	4	0	32	98	11	63	0	0	10	58	0	48	11	29	28	1
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	0	1	63	11	0	98	15	23	0	92	2	36	3	212	49	86	43	29
ABCB7	5	10	21	0	88	118	26	0	0	0	12	48	1	150	38	75	36	16
ABCB8	48	1	29	1	0	91	40	0	26	15	0	96	82	48	22	79	51	12
ABCB9	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0
ABCC1	0	49	0	0	0	0	10	107	0	0	0	0	0	0	1	11	9	0
ABCC10	0	0	0	0	0	114	3	0	0	0	0	1	0	38	6	47	0	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ABCC2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	65	8	43	4	0	174	51	172	100	55	38	126	0	78	29	77	83	33
ABCC5	36	25	53	14	35	194	78	345	10	84	13	137	15	49	90	141	47	25
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ABCC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
