A1BG	47	194	141	10	37	51	111	96	251
A1BG-AS1	19	14	0	0	0	8	34	43	25
A1CF	15	3	14	0	0	0	0	7	0
A2M	0	0	0	0	0	1	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	3	0	0	114
A2MP1	0	0	0	0	0	0	0	0	0
A3GALT2	4	0	0	0	6	6	0	4	0
A4GALT	114	220	45	116	519	339	192	82	115
A4GNT	2	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0
AAAS	714	181	175	329	1501	839	261	126	431
AACS	0	36	6	0	39	6	1	76	104
AACSP1	0	0	1	0	0	23	0	0	0
AADAC	0	0	0	0	0	1	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	28	0	0	6	5	3	9	9
AADACL3	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0
AADAT	0	194	0	0	0	0	0	0	88
AAED1	57	179	90	9	0	81	0	0	86
AAGAB	618	551	59	11	281	372	0	9	239
AAK1	119	0	1	152	59	111	0	0	134
AAMDC	264	2057	1306	204	256	606	2187	1755	363
AAMP	828	3	1	454	751	1825	2	2	968
AANAT	0	0	1	0	0	0	0	0	0
AAR2	558	1840	1060	374	871	750	677	717	680
AARD	0	3	0	0	0	0	0	0	0
AARS	909	402	445	848	668	746	106	449	622
AARS2	389	51	174	65	219	216	0	136	217
AARSD1	7	3	0	0	1	3	10	6	0
AASDH	882	0	12	10	228	116	49	42	469
AASDHPPT	459	449	277	228	574	753	210	162	169
AASS	0	1006	48	0	0	200	889	116	0
AATF	375	2046	1186	405	676	476	940	1122	518
AATK	0	0	2	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0
ABAT	0	16	6	0	9	15	82	5	2
ABCA1	0	1	0	0	0	0	2	0	12
ABCA10	0	0	0	0	0	0	0	0	2
ABCA11P	26	95	73	6	13	85	156	135	120
ABCA12	0	0	0	0	0	41	0	0	14
ABCA13	0	0	19	95	13	12	34	0	97
ABCA17P	417	781	291	242	806	653	450	253	873
ABCA2	0	0	2	0	0	0	0	0	2
ABCA3	37	4	77	0	107	140	0	0	4
ABCA4	0	0	0	0	0	0	0	0	2
ABCA5	0	0	27	31	13	68	224	2	75
ABCA6	0	0	0	0	71	0	24	0	5
ABCA7	6	0	21	0	5	1	3	0	0
ABCA8	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	14	0	0
ABCB1	0	1	61	0	0	0	0	0	1
ABCB10	168	156	123	112	216	56	17	402	0
ABCB11	0	0	0	0	0	0	0	0	0
ABCB4	9	134	0	0	0	0	0	0	32
ABCB5	0	0	0	0	33	0	1	0	0
ABCB6	0	0	0	20	0	72	0	0	39
ABCB7	326	176	112	188	7	332	242	7	161
ABCB8	257	453	234	54	120	265	617	310	40
