A1BG	0	0	0	0	0	0	0	0	1	0
A1BG-AS1	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0
A2ML1	73	0	0	97	2	2	1	0	23	0
A2MP1	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0
A4GALT	428	599	378	203	273	184	512	269	407	969
A4GNT	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0
AAAS	1	495	2	59	78	1	0	929	137	485
AACS	0	0	292	45	184	69	358	119	31	119
AACSP1	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	5	0	0	0	0	0
AADACL2	0	0	0	3	0	0	0	0	0	0
AADACL2-AS1	0	0	14	7	0	21	0	32	0	0
AADACL3	10	0	1	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0
AADAT	0	0	60	0	44	0	0	0	0	0
AAED1	0	0	43	0	90	17	1	7	0	0
AAGAB	36	3022	399	96	137	136	230	914	79	480
AAK1	254	596	77	561	66	376	112	774	150	167
AAMDC	19	0	3	0	1	75	0	0	2	0
AAMP	437	736	1376	262	612	902	1690	1529	435	2307
AANAT	0	0	0	0	0	0	0	0	0	0
AAR2	102	442	549	34	170	212	71	564	82	788
AARD	0	0	0	0	0	0	0	0	4	0
AARS	2	940	440	369	378	206	1053	872	434	1034
AARS2	62	0	0	218	0	54	0	146	32	0
AARSD1	3	4	3	2	5	3	14	8	6	1
AASDH	9	117	0	64	0	36	0	69	20	0
AASDHPPT	29	499	534	144	87	174	0	712	214	172
AASS	75	1	2	0	123	62	0	0	51	0
AATF	169	821	664	13	893	375	283	1052	310	262
AATK	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	1	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0
ABCA1	24	0	0	0	0	0	0	31	0	85
ABCA10	0	0	0	0	0	0	0	0	0	0
ABCA11P	4	25	4	0	6	21	0	3	15	2
ABCA12	0	0	0	0	0	0	0	0	0	0
ABCA13	0	0	0	0	0	16	0	0	0	0
ABCA17P	0	0	0	0	0	0	0	0	0	0
ABCA2	0	0	0	0	0	0	0	1	0	0
ABCA3	0	0	0	1	0	0	0	0	0	0
ABCA4	22	1	0	125	12	0	0	0	20	0
ABCA5	32	0	0	0	0	0	0	0	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0
ABCA7	1	0	0	24	36	44	3	0	0	0
ABCA8	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0
ABCB10	59	0	78	94	12	0	1	104	31	0
ABCB11	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0
ABCB5	1	0	0	0	0	0	0	0	0	0
ABCB6	24	2	206	55	361	134	5	0	75	161
ABCB7	26	0	0	0	1	0	1	30	37	0
ABCB8	15	1	82	10	1	1	0	94	26	0
ABCB9	17	0	60	0	0	89	0	0	0	0
ABCC1	0	0	0	0	52	61	0	147	27	77
ABCC10	0	0	12	0	0	25	0	0	8	0
ABCC11	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	0
ABCC2	0	0	0	0	0	0	0	0	0	0
ABCC3	0	0	0	0	0	0	0	0	0	0
ABCC4	0	0	369	162	14	161	2	120	24	0
ABCC5	44	1	355	103	137	136	11	424	141	8
ABCC5-AS1	0	0	0	0	0	0	0	0	2	0
ABCC6	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0
ABCC9	12	0	0	14	0	9	0	1	0	0
ABCD1	30	0	20	0	0	30	0	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0
ABCD3	47	144	183	52	440	182	767	229	142	240
ABCD4	3	0	1	126	1	0	0	233	71	116
ABCE1	70	1367	1115	132	461	671	658	1248	516	1390
ABCF1	510	1518	1765	590	960	772	1500	1439	750	1292
ABCF2	393	1295	1014	46	597	796	1243	1157	248	1601
ABCF3	114	285	174	83	90	373	182	399	152	346
ABCG1	0	0	0	0	0	0	0	0	0	0
ABCG2	102	1708	2422	452	930	1322	116	423	510	1890
ABCG4	0	0	0	0	0	0	0	0	0	0
