A1BG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	11	0	43	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	243	1101	1155	793	334	1530	282	284	1340	1370	219	211	661	345	1539	166	75	599	357	1347	91
A4GNT	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	96	371	384	910	225	900	118	0	892	497	201	139	559	22	516	129	9	465	319	480	19
AACS	154	204	96	460	69	1	164	0	402	71	238	35	133	4	271	111	16	31	25	463	0
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	7	3	0	52	0	0	0	0	0	6	0	0	0	0	3	0	0	0	2	0	0
AADACL3	0	19	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	87	11	0	21	9	10	0	0	72	48	0	22	0	9	184	8	3	42	12	0	0
AAED1	0	20	7	0	5	0	0	3	57	0	0	0	0	0	80	0	0	0	18	0	0
AAGAB	132	179	425	505	112	115	0	8	81	406	63	78	0	25	55	78	6	19	22	157	3
AAK1	86	44	135	698	138	107	40	192	101	215	360	87	134	7	153	50	5	9	42	115	2
AAMDC	88	405	48	175	28	159	0	1	152	98	78	29	168	23	109	24	11	140	18	254	11
AAMP	259	1085	1087	2158	516	998	695	864	884	1236	516	420	508	290	758	173	75	929	348	1500	40
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	122	155	369	707	88	229	87	103	192	120	70	98	74	196	401	59	5	104	232	242	14
AARD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	14	0
AARS	61	9	190	1133	389	454	0	415	628	209	186	123	404	75	420	0	42	145	157	291	9
AARS2	89	106	44	443	44	546	0	50	225	275	65	46	271	124	48	0	40	417	11	475	32
AARSD1	4	2	3	19	3	0	0	0	1	1	0	4	6	1	8	0	2	1	0	2	0
AASDH	0	32	0	188	14	0	110	33	131	77	66	6	47	6	74	0	1	0	11	0	0
AASDHPPT	43	102	93	317	61	42	0	12	132	112	101	38	5	15	111	0	11	52	89	150	0
AASS	0	8	0	121	3	0	0	0	386	143	22	0	0	0	18	0	0	0	11	0	0
AATF	159	197	542	1602	201	487	128	222	719	1046	190	190	329	141	682	78	59	299	195	521	24
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	6	0	0	0	0	0	18	0	0	0	41	0	0	0	0	22	0	0
ABCA1	0	61	0	0	0	144	0	0	144	0	0	0	38	13	13	0	9	9	5	73	0
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	10	3	1	25	15	1	0	0	6	16	7	2	0	4	8	0	2	7	4	1	0
ABCA12	0	0	0	0	0	5	0	2	12	0	0	0	0	0	0	0	0	0	0	1	0
ABCA13	0	0	57	73	14	0	0	0	0	31	21	0	0	0	0	0	0	0	10	0	0
ABCA17P	0	37	0	11	0	0	0	0	0	0	0	4	0	9	0	0	1	1	1	2	0
ABCA2	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
ABCA4	4	0	0	144	13	0	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0
ABCA5	0	13	0	0	9	0	50	0	0	0	0	0	55	0	0	0	0	4	0	14	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	47	0	34	0	128	0	0	5	8	0	3	2	0	0	0	0	0	3	62	0
ABCA8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	0	17	30	378	15	42	22	0	69	173	17	12	16	0	49	0	3	11	22	16	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	15	0	12	0	0	0	0	51	0	0	0	0	3	0	0	0	11	0	0	0
ABCB6	20	1	64	263	77	351	0	101	264	317	164	31	0	0	261	66	18	109	103	221	1
ABCB7	34	124	493	817	31	106	0	207	158	188	89	43	134	11	269	15	6	31	133	0	13
ABCB8	74	188	275	561	66	289	334	144	630	655	69	62	162	178	705	82	34	288	275	173	16
ABCB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ABCC1	0	45	0	0	0	76	0	0	56	0	0	1	0	10	0	0	0	0	4	0	2
ABCC10	0	0	63	71	36	159	1	44	323	19	71	17	62	61	1	72	5	0	0	197	1
ABCC11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	33	0	0	153	0	0	0	0	0	0	11	15	0	0	29	0	0	0
ABCC2	0	45	0	42	0	129	0	0	546	16	0	0	0	1	21	0	5	17	0	11	0
ABCC3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	0	1	360	390	48	119	195	337	526	483	24	57	0	16	310	26	0	4	111	77	0
ABCC5	30	111	31	360	83	44	96	0	541	788	111	42	125	19	220	11	4	184	54	110	13
ABCC5-AS1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0
ABCC6	0	0	0	22	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ABCD1	0	0	14	0	8	93	244	0	0	204	0	8	0	0	8	0	0	0	30	40	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	0	59	89	592	74	48	0	188	326	310	69	79	105	33	313	15	1	63	107	124	0
ABCD4	70	75	62	289	17	167	0	0	305	0	59	27	265	46	26	0	5	67	55	247	2
ABCE1	171	76	127	847	122	132	116	190	224	381	148	98	151	48	499	10	14	116	44	166	1
ABCF1	525	332	244	1433	186	289	126	63	158	780	327	220	209	137	388	22	61	310	152	310	7
ABCF2	75	361	758	2356	251	501	159	316	553	1119	248	354	475	209	847	44	21	212	418	155	37
ABCF3	182	349	674	367	128	718	0	0	657	57	80	53	267	29	256	39	22	125	75	200	13
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	407	12	138	4031	501	106	144	351	779	459	866	321	128	7	551	14	5	58	58	106	0
ABCG4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
ABCG5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABHD10	2	0	29	168	50	119	61	0	0	58	98	66	0	15	179	0	3	15	19	104	3
ABHD11	407	112	84	1082	187	366	254	92	382	145	426	156	289	0	405	80	7	27	239	149	2
ABHD12	372	417	157	1749	343	1057	510	582	959	1127	502	155	470	198	910	13	58	155	290	1041	39
ABHD12B	1	0	0	21	9	147	0	23	59	52	0	10	4	45	67	0	5	53	14	140	2
ABHD13	0	71	46	232	17	4	1	0	131	0	15	8	0	3	112	32	1	12	24	64	0
ABHD14A	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	0	468	41	0	0	0	113	0	41	28	1	0	58	0	0	0	0	5	0
ABHD15	0	3	0	0	0	191	55	39	279	0	1	1	0	0	2	0	3	0	8	99	0
ABHD16A	36	26	0	98	87	0	0	120	671	0	259	5	364	0	52	6	4	80	12	240	5
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	22	6	44	16	5	24	2	14	31	15	25	1	7	0	24	0	1	5	10	34	6
ABHD17B	0	71	72	190	47	110	60	34	71	131	4	9	3	12	61	42	9	95	60	72	6
ABHD17C	32	0	6	174	7	201	115	203	27	190	25	20	208	12	136	21	1	1	38	35	1
ABHD2	65	68	155	189	51	52	12	205	378	307	19	38	94	12	181	5	4	18	65	156	1
ABHD3	38	265	89	126	24	171	0	78	890	452	69	35	0	19	251	0	8	97	62	126	5
ABHD4	0	0	0	124	90	74	0	0	124	55	104	29	1	0	196	0	10	0	132	0	0
ABHD5	3	162	120	426	116	61	0	108	0	161	290	53	68	33	236	44	9	118	59	465	0
ABHD6	0	748	6	0	29	263	187	0	915	123	36	6	94	21	143	49	4	94	40	1	3
ABHD8	0	49	4	20	0	0	0	0	3	88	0	24	0	0	140	23	0	0	13	0	0
ABI1	65	260	373	863	201	295	197	105	396	280	122	26	147	66	290	40	16	251	99	343	8
ABI2	1	220	39	0	6	121	1	1	218	84	28	12	9	14	4	0	9	49	66	72	3
ABI3	1	0	0	0	0	105	0	0	4	0	0	11	63	0	0	0	0	0	0	187	0
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	26	61	126	135	43	135	0	1	133	180	40	29	97	0	31	0	12	70	13	119	1
ABL2	0	1	209	113	0	427	0	0	71	436	87	31	50	7	55	0	0	86	26	0	20
ABLIM1	0	16	0	0	15	15	0	0	0	0	0	2	0	0	0	0	1	26	9	0	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABLIM3	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	7	25	6	0	0
ABO	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	121	106	62	292	52	251	52	231	802	164	177	60	180	40	193	155	15	117	71	290	6
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	73	435	9	287	38	192	0	0	229	176	98	24	48	42	123	0	6	83	68	367	4
ABT1	33	276	101	1301	130	701	155	1	585	192	409	127	101	124	325	81	21	353	136	539	8
ABTB1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	34	0
ABTB2	21	10	0	95	57	510	0	5	186	38	20	11	329	66	110	53	22	211	6	88	1
