A1BG	0	0	0	0	0	17	0	19	0	0	0	0	0
A1BG-AS1	0	0	0	0	0	6	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	2	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	2	0
A2M-AS1	0	0	0	0	0	0	12	0	0	0	0	0	0
A2ML1	0	0	0	64	0	0	0	44	0	0	1	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	169	24	37	363	75	258	331	365	360	0	391	416	134
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	180	2	0	105	179	404	356	875	72	0	174	51	1
AACS	119	1	0	90	19	224	0	607	66	123	315	39	228
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	15	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	12	0	0	1	0	0	0	0	0	0
AADACL3	0	7	0	0	0	261	5	82	0	0	1	130	396
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	16	0	0	0	30	0	0	0	1	0	0	35	0
AAED1	0	0	0	0	0	0	0	0	3	0	0	36	0
AAGAB	72	0	0	642	20	383	28	813	147	160	508	628	164
AAK1	9	21	31	240	22	496	51	460	86	129	226	245	103
AAMDC	0	2	23	114	1	59	223	203	0	107	0	91	0
AAMP	161	14	285	1348	698	1226	893	1556	369	1484	939	1568	640
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	70	0	0	248	105	169	24	123	217	186	88	354	0
AARD	0	0	0	0	0	0	0	14	0	0	0	0	0
AARS	381	18	185	385	147	435	37	955	10	292	10	371	59
AARS2	4	0	90	173	1	107	1	462	0	102	2	281	17
AARSD1	0	0	0	4	2	2	0	6	0	14	1	2	0
AASDH	0	1	42	144	60	0	48	126	66	40	11	113	32
AASDHPPT	36	8	18	234	59	137	227	462	152	328	317	70	0
AASS	0	0	0	0	0	0	19	24	50	177	0	69	56
AATF	156	4	138	1045	376	579	631	665	406	831	504	700	191
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	9	0	0	0	0	0	0
ABCA1	0	0	0	0	0	0	89	136	63	149	0	49	0
ABCA10	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA11P	0	0	0	6	0	30	0	0	76	14	12	19	1
ABCA12	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCA13	0	0	0	1	0	18	19	135	74	0	0	0	0
ABCA17P	0	0	0	0	0	0	0	0	0	0	0	19	0
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	48	0	0	0	0	14
ABCA4	32	0	0	73	0	0	0	9	0	0	0	0	40
ABCA5	0	0	0	0	0	0	1	54	0	0	0	0	59
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	32	0	0	0	0	0	0	31	1	0	0	32	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	49	1	40	65	9	68	89	225	54	13	0	60	71
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	7	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	57	0	0	0
ABCB6	14	2	75	401	0	393	495	509	470	755	252	412	294
ABCB7	108	0	74	411	0	296	31	73	242	113	665	179	1
ABCB8	88	0	97	51	116	92	273	332	324	144	93	161	106
ABCB9	0	0	0	0	0	0	0	39	0	0	0	0	0
ABCC1	0	0	0	0	0	0	0	27	119	0	0	0	0
ABCC10	0	0	0	36	0	0	0	52	286	45	0	105	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	35	0	0	0	0	0	0	0	0	0
ABCC2	0	0	0	0	0	0	0	0	197	138	1	173	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	96	3	159	236	40	119	92	299	158	126	108	274	114
ABCC5	65	1	74	31	0	180	4	259	86	479	352	449	63
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	108	0	0	0	0	0	0	0
ABCC9	0	2	0	0	0	0	0	0	0	0	0	0	0
ABCD1	51	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	70	19	57	169	115	315	162	328	142	443	76	278	77
ABCD4	0	4	75	380	4	0	3	109	0	0	0	162	1
ABCE1	48	8	59	539	293	745	156	1284	459	301	450	542	151
ABCF1	299	38	184	410	320	320	130	701	483	189	655	312	396
ABCF2	176	10	149	1007	214	576	460	1301	267	618	785	906	237
ABCF3	0	11	12	180	0	425	61	578	0	778	315	447	115
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	146	9	295	469	99	652	542	1040	255	7	252	479	479
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	1	1	0	8	0	1	0	0
ABHD10	18	0	1	397	0	332	0	400	120	150	145	67	48
ABHD11	90	4	19	284	122	423	188	172	15	399	355	276	61
ABHD12	33	14	75	224	141	193	109	1449	536	88	346	381	130
ABHD12B	0	1	0	0	0	56	0	60	0	81	0	75	0
ABHD13	59	0	4	179	0	0	30	42	0	61	185	36	95
ABHD14A	0	0	0	24	0	0	0	0	0	39	0	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	0	68	57	0	36	148	31	59	0	1	0
ABHD15	53	1	0	24	0	5	0	64	74	0	0	56	37
ABHD16A	15	0	0	0	20	25	1	20	234	550	165	38	23
ABHD16B	0	0	0	0	0	0	0	0	0	0	51	0	0
ABHD17A	0	0	3	3	0	0	0	0	0	0	2	0	0
ABHD17B	17	0	0	54	1	45	195	324	73	0	402	107	0
ABHD17C	18	3	25	200	53	104	2	371	120	4	194	60	118
ABHD2	13	1	0	275	35	146	25	172	29	330	106	177	219
ABHD3	76	2	13	427	0	36	5	23	455	380	90	283	0
ABHD4	73	0	63	157	66	216	0	679	84	0	268	186	4
ABHD5	33	1	1	178	28	266	111	274	116	43	27	127	78
ABHD6	1	4	0	141	0	73	843	150	80	333	120	223	0
ABHD8	0	0	0	10	0	0	0	0	0	0	0	0	0
ABI1	18	1	0	176	12	614	267	780	20	381	422	443	47
ABI2	0	0	0	59	33	72	0	158	1	78	0	150	0
ABI3	0	0	0	0	0	0	2	0	0	0	0	0	15
ABI3BP	0	0	0	0	0	0	0	0	0	0	0	0	0
ABL1	0	13	0	0	80	10	0	62	109	0	55	18	28
ABL2	96	11	0	221	0	185	49	122	141	206	129	86	110
ABLIM1	0	0	0	0	0	0	0	0	0	16	28	0	0
ABLIM2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	0	0	1	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	28	8	18	1	1	446	36	769	194	343	1	245	31
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0
ABRACL	16	2	8	78	78	212	260	580	279	253	334	533	98
ABT1	173	17	0	329	205	881	128	1518	489	944	389	822	163
ABTB1	0	0	0	0	0	35	0	0	0	0	0	0	0
ABTB2	15	0	0	50	0	3	0	64	58	0	3	127	0
AC093375.1	0	0	0	0	0	6	0	0	0	0	0	0	0
ACAA1	124	2	30	164	101	252	276	589	221	226	378	318	78
ACAA2	281	34	0	906	549	1206	769	2008	406	1254	589	965	372
ACACA	76	11	2	121	70	523	35	1067	203	132	349	210	93
ACACB	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD10	0	0	0	0	0	84	308	74	10	302	82	120	2
ACAD11	0	0	0	13	0	0	0	0	0	19	0	14	0
ACAD8	95	0	0	148	63	97	2	226	467	195	154	118	55
ACAD9	25	3	0	152	9	130	222	905	261	419	1	290	184
ACADL	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	0	1	17	96	3	113	2	110	29	343	60	146	12
