A1BG	0	0	3	0	0	1	1	0	5	0	2	2
A1BG-AS1	0	0	0	0	0	2	0	2	0	1	0	2
A1CF	1	0	0	0	0	3	0	0	0	0	0	0
A2M	0	0	1	0	0	3	1	0	1	0	0	0
A2M-AS1	0	0	0	0	0	1	0	0	0	0	0	0
A2ML1	0	0	3	0	36	39	21	4	5	0	8	12
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	357	47	16	20	41	159	166	163	711	68	29	86
A4GNT	0	0	0	0	0	0	0	0	0	0	0	4
AA06	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	239	60	36	36	43	82	139	54	265	30	28	9
AACS	51	29	8	32	39	35	78	26	87	14	10	14
AACSP1	0	0	0	0	0	1	0	0	0	0	0	0
AADAC	0	0	0	0	0	3	0	0	0	0	0	0
AADACL2	0	1	0	0	0	13	0	0	0	0	0	0
AADACL2-AS1	6	0	2	6	2	43	8	4	10	0	0	6
AADACL3	11	0	0	0	0	2	0	3	41	9	3	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	3	0	0	0	0	0	0
AADAT	16	41	1	72	11	16	59	8	23	10	6	17
AAED1	14	6	10	0	19	11	12	2	33	0	13	33
AAGAB	304	85	61	100	340	175	203	207	567	58	67	197
AAK1	419	59	55	110	217	793	242	84	404	46	101	90
AAMDC	51	12	5	4	29	12	2	12	21	9	0	7
AAMP	2391	395	289	481	928	727	1426	1190	3225	294	552	1005
AANAT	0	0	0	0	0	1	0	5	0	0	2	0
AAR2	329	96	40	151	122	115	214	190	475	54	84	148
AARD	6	0	0	0	0	0	0	0	0	4	0	0
AARS	453	148	116	132	249	198	439	204	687	143	131	141
AARS2	141	41	0	16	5	83	16	44	286	8	26	45
AARSD1	6	4	1	4	5	3	6	0	9	0	2	3
AASDH	79	17	13	11	25	48	30	21	65	12	14	34
AASDHPPT	221	70	43	72	138	65	122	53	478	32	35	66
AASS	41	16	5	19	14	74	20	46	166	20	15	26
AATF	949	105	80	115	325	265	456	284	849	59	187	284
AATK	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	2	0	0	0	0	0	0
ABCA1	17	25	35	23	76	134	9	13	223	1	11	8
ABCA10	0	0	0	0	0	1	0	0	0	0	0	0
ABCA11P	12	4	1	3	13	17	16	6	69	2	8	16
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	3	10	3	0	4	6	3	3	25	0	0	0
ABCA17P	0	0	1	0	0	1	0	0	1	0	3	0
ABCA2	0	0	0	0	1	9	0	0	43	0	0	16
ABCA3	0	0	1	0	0	7	0	0	0	0	0	9
ABCA4	0	0	0	0	1	6	0	13	27	0	0	0
ABCA5	20	3	1	0	6	7	7	1	4	1	0	0
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	32	0	1	7	4	60	39	6	50	4	4	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10	8	4	1	9	2	19	28	6	32	5	10	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	8	0	0	0	0	13	0	0	0
ABCB5	0	0	0	0	0	2	0	0	0	0	0	0
ABCB6	377	97	112	92	218	316	332	244	849	128	154	310
ABCB7	70	60	8	19	63	39	175	37	228	20	29	23
ABCB8	117	30	36	27	43	74	96	55	315	30	21	103
ABCB9	3	0	0	0	0	10	19	4	26	3	7	0
