A1BG	0	0	0	16	0	0	0	0	0	0	5
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	0	0	0	0	2
A2MP1	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0
A4GALT	20	18	54	291	349	232	213	99	62	13	76
A4GNT	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0
AAAS	5	26	0	160	13	253	279	97	0	2	34
AACS	6	13	0	0	97	77	0	16	0	40	29
AACSP1	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	2	6	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	48	15	0	0	0	0
AAED1	10	1	0	0	0	0	0	0	13	0	1
AAGAB	11	16	0	247	30	159	43	19	0	40	25
AAK1	37	16	27	51	78	19	44	68	9	26	9
AAMDC	0	0	4	2	38	0	15	10	0	0	5
AAMP	137	41	3	490	109	664	585	274	15	467	24
AANAT	0	0	0	0	0	0	0	0	0	0	0
AAR2	1	9	0	65	64	218	284	60	10	16	26
AARD	0	0	0	0	0	0	0	0	0	0	0
AARS	237	1	37	286	193	581	292	45	101	205	41
AARS2	54	0	0	0	83	19	29	20	0	0	0
AARSD1	0	0	0	7	0	13	2	3	0	5	0
AASDH	1	0	1	36	1	0	25	1	11	0	8
AASDHPPT	4	3	1	108	11	226	27	36	64	22	9
AASS	53	1	1	40	100	0	0	3	35	0	1
AATF	8	21	6	193	21	291	161	76	171	56	27
AATK	0	0	0	1	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	0	0	0	0	0	0	0
ABCA1	22	1	43	50	5	0	22	7	0	1	10
