A1BG	0	0	0	0	0	0	4	0	0	0	0
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0
A2ML1	3	0	0	0	0	0	1	0	0	0	17
A2MP1	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0
A4GALT	50	123	19	300	302	400	390	368	1982	191	1082
A4GNT	0	0	0	1	0	1	0	2	19	3	4
AA06	0	0	0	0	0	0	0	0	0	0	0
AAAS	72	18	42	164	275	75	95	117	755	54	422
AACS	11	7	13	0	56	157	118	97	200	0	880
AACSP1	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	70	0	0
AADACL2	0	0	0	0	1	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	7	0	18	0	0	0	37
AADACL3	0	0	0	0	0	25	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	54	0	0
AADAT	5	9	8	0	48	20	57	0	153	0	228
AAED1	0	0	0	3	0	1	0	16	0	0	180
AAGAB	24	21	6	79	98	63	62	44	15	45	637
AAK1	29	40	33	166	220	97	145	139	1085	38	1030
AAMDC	5	8	12	55	61	0	35	35	605	111	185
AAMP	79	75	103	183	456	243	214	217	3085	291	3353
AANAT	0	0	0	0	0	0	0	0	0	0	0
AAR2	29	17	23	99	321	160	166	213	62	158	492
AARD	0	0	0	0	0	0	0	0	0	0	0
AARS	35	66	61	173	348	192	141	323	1871	10	1765
AARS2	1	15	43	17	80	25	113	42	1284	113	174
AARSD1	1	0	1	5	6	4	0	9	40	7	18
AASDH	1	11	47	1	93	33	132	80	25	3	651
AASDHPPT	14	40	9	64	133	54	86	18	852	14	1006
AASS	2	18	14	14	37	34	0	1	73	0	110
AATF	53	43	48	197	355	381	122	69	2184	79	2640
AATK	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0
ABAT	0	0	0	0	4	0	0	0	0	15	0
ABCA1	0	0	3	0	0	1	0	0	1	79	0
ABCA10	0	0	0	0	0	0	0	0	90	0	0
ABCA11P	3	1	2	3	37	7	0	15	149	22	84
ABCA12	0	0	0	0	0	0	0	0	0	0	0
ABCA13	5	0	0	0	0	0	0	1	0	0	29
ABCA17P	0	0	0	0	0	0	0	0	0	0	0
ABCA2	0	0	0	0	0	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	0	0	0	0
ABCA4	0	0	0	0	0	0	0	0	1	0	396
ABCA5	0	0	15	0	0	0	0	0	0	0	116
ABCA6	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	8	0	1	0	0	15	8	0	41	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0
ABCB10	17	19	15	144	103	54	206	35	422	5	419
ABCB11	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	1	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	1	2	0
ABCB6	0	22	8	45	311	105	60	77	1089	83	906
ABCB7	10	9	0	107	107	8	170	53	659	91	862
ABCB8	22	42	49	236	148	126	25	118	906	86	747
ABCB9	0	0	0	9	0	0	0	0	0	0	0
ABCC1	3	2	0	0	0	0	0	0	0	0	0
ABCC10	0	1	0	0	43	11	1	5	144	0	37
ABCC11	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0
ABCC13	0	0	0	0	0	0	0	0	0	0	0
ABCC2	8	0	9	9	0	0	0	0	0	78	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0
ABCC4	25	77	26	183	334	79	177	31	2021	5	613
ABCC5	1	13	1	61	175	107	38	6	62	64	229
ABCC5-AS1	0	0	0	0	0	0	0	0	24	0	0
ABCC6	0	0	0	0	0	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	0	0	0	129	0	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	0	0	0	0	0	0	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0
ABCD3	10	27	16	49	153	67	71	43	243	13	940
ABCD4	16	0	0	25	25	105	7	72	220	63	164
ABCE1	31	97	33	100	201	108	133	75	1342	104	1849
ABCF1	107	160	105	503	794	319	266	448	3077	347	7477
ABCF2	55	44	104	120	345	282	329	269	1085	309	3152
ABCF3	23	26	0	212	145	279	90	155	1110	67	276
ABCG1	0	0	0	0	0	0	0	2	0	0	0
ABCG2	59	98	0	196	426	103	311	58	2519	0	2210
ABCG4	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0
ABHD10	8	19	9	37	24	66	34	1	354	0	838
ABHD11	78	30	19	193	475	328	131	485	2577	282	3036
ABHD12	9	76	31	144	208	171	218	120	1762	20	1
ABHD12B	5	0	13	32	0	3	56	13	132	3	113
ABHD13	0	6	10	23	0	0	0	20	108	4	0
ABHD14A	0	2	0	0	0	0	0	0	103	0	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	6	4	0	31	3	0	2	2	263	19	0
ABHD15	0	14	13	0	0	35	33	27	117	163	0
ABHD16A	9	4	21	0	42	18	12	48	87	1	400
ABHD16B	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	2	1	0	13	8	4	12	6	33	0	6
ABHD17B	3	14	18	16	41	59	116	10	221	9	0
ABHD17C	8	35	1	98	119	86	101	43	650	0	637
ABHD2	25	12	2	60	67	32	15	41	158	79	719
ABHD3	7	7	0	18	34	17	0	3	58	1	543
ABHD4	28	7	10	46	3	0	91	1	133	0	510
ABHD5	12	5	3	63	87	15	78	44	1373	18	363
ABHD6	23	19	31	3	129	12	171	15	386	47	0
ABHD8	0	5	0	0	8	0	0	38	103	0	0
ABI1	21	3	18	53	134	78	55	28	821	50	870
ABI2	4	0	37	3	23	0	35	1	517	2	0
ABI3	0	2	0	0	0	0	0	0	0	0	6
ABI3BP	0	0	0	0	3	0	0	0	0	0	0
ABL1	1	20	21	153	48	20	44	19	296	0	359
ABL2	24	16	32	35	113	56	13	33	1076	56	108
ABLIM1	0	8	0	0	31	0	0	0	0	0	39
ABLIM2	0	0	0	0	0	5	0	6	0	0	0
ABLIM3	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	339	0	0
ABR	0	35	20	97	86	2	93	81	715	140	1
ABRA	0	0	0	0	0	0	0	0	0	0	0
ABRACL	18	16	37	55	60	57	2	71	1315	18	1477
ABT1	124	81	97	230	395	383	205	321	1936	262	2387
ABTB1	0	0	0	0	0	0	0	0	0	0	0
ABTB2	15	18	32	4	19	0	0	0	0	22	2
AC093375.1	1	1	0	14	3	0	0	4	0	0	66
ACAA1	11	43	0	75	178	139	51	55	161	0	3066
ACAA2	106	109	85	486	964	208	138	417	2552	266	9954
ACACA	74	78	38	310	174	334	553	180	2625	69	2109
ACACB	0	1	0	0	0	0	1	0	0	0	0
ACAD10	16	1	5	9	0	31	88	32	286	49	251
ACAD11	0	2	0	0	0	0	0	0	0	0	0
ACAD8	5	1	32	39	61	89	0	1	363	39	229
ACAD9	10	0	25	11	60	117	96	0	305	112	959
ACADL	0	1	0	0	0	0	0	0	0	0	0
ACADM	15	24	5	60	180	40	88	41	113	35	259
ACADS	0	7	16	1	30	28	0	48	787	108	371
ACADSB	13	7	7	24	123	51	9	53	51	28	566
ACADVL	2	36	0	117	48	26	75	50	15	8	104
ACAN	0	0	0	0	0	0	0	0	1	0	0
ACAP1	2	0	0	0	0	12	1	0	0	1	0
ACAP2	16	40	21	57	90	14	76	35	554	78	279
ACAP3	0	2	0	0	0	0	7	34	1	4	0
ACAT1	48	43	0	14	165	58	86	63	658	20	605
ACAT2	311	227	163	260	1093	1112	593	588	4512	311	6099
ACBD3	12	22	26	37	168	25	21	8	345	19	507
ACBD4	0	0	0	0	0	0	0	0	0	0	0
ACBD5	1	6	0	9	36	26	0	13	114	0	310
ACBD6	6	13	0	22	93	0	43	0	0	13	1
ACBD7	0	0	0	0	1	0	0	0	0	5	0
ACCS	0	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0
ACD	42	4	0	93	89	150	85	32	956	104	951
ACE	3	8	1	1	51	0	0	0	191	63	110
ACE2	1	65	0	11	415	151	193	68	429	1	1063
ACER1	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	6	13	23	1	0	24	256	25	0
ACER3	0	1	0	18	80	0	0	17	139	0	16
ACHE	1	0	0	0	0	0	0	0	0	0	10
ACIN1	35	51	177	313	427	293	485	375	3238	335	2681
ACKR1	0	0	0	0	0	0	0	0	0	0	0
ACKR2	18	14	0	107	213	25	0	86	13	1	650
ACKR3	1	1	0	1	6	2	0	0	332	0	36
ACKR4	0	0	0	0	0	0	0	0	0	0	0
ACLY	125	156	124	343	1035	882	617	384	3878	360	6641
ACMSD	0	0	0	0	0	0	0	0	0	0	0
ACN9	10	18	5	13	62	58	121	61	698	67	1430
ACO1	38	31	43	68	202	75	181	0	930	45	1632
ACO2	43	36	27	87	217	117	21	45	1574	86	1059
ACOT1	0	1	0	0	0	0	0	0	0	0	0
ACOT11	0	0	7	0	0	0	0	0	0	7	0
ACOT12	0	0	0	0	0	0	0	0	0	0	0
ACOT13	24	11	56	51	75	55	1	17	244	104	802
ACOT2	1	0	0	0	0	0	0	0	0	0	0
ACOT4	0	18	0	3	52	0	0	36	5	0	157
ACOT6	0	0	0	0	0	0	0	2	0	0	0
ACOT7	30	35	2	347	125	298	253	136	567	10	1456
ACOT8	15	9	15	2	118	35	0	56	204	2	95
ACOT9	0	3	0	14	0	51	0	0	0	0	0
ACOX1	19	38	15	53	111	193	167	50	683	149	517
ACOX2	0	0	0	0	0	0	0	0	0	0	0
ACOX3	0	10	0	0	0	0	0	0	43	0	0
ACOXL	3	13	0	24	67	6	8	44	0	0	246
ACP1	76	54	50	205	442	364	618	156	3199	270	2313
ACP2	18	19	51	13	0	38	8	27	735	0	0
ACP5	30	0	0	26	162	0	2	2	295	0	0
ACP6	0	2	0	0	0	0	0	0	222	0	0
ACPP	0	0	9	0	0	0	1	0	0	21	0
ACPT	0	0	0	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0	0	0	0	0	0	0	0	0	0	0
ACRC	0	8	0	0	0	0	0	0	0	0	114
ACRV1	0	0	0	0	0	0	0	0	0	0	33
ACSBG1	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	0	0	0	0	0	0	0	0	0	0	0
ACSF2	0	0	14	0	0	0	24	0	14	0	0
ACSF3	5	1	0	42	48	104	0	67	472	0	124
ACSL1	0	0	0	0	11	0	0	0	0	32	0
ACSL3	124	115	100	242	618	425	718	343	4568	208	2788
ACSL4	27	42	10	99	202	53	290	64	1079	0	178
ACSL5	0	0	0	0	4	0	0	0	0	0	0
ACSL6	0	0	0	29	0	0	0	9	0	0	0
ACSM1	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	0	0	0	0
ACSM4	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0
ACSM6	0	0	0	0	0	0	4	0	0	0	0
ACSS1	0	0	0	0	0	0	0	0	0	0	0
ACSS2	73	50	7	113	313	484	512	287	1493	0	841
ACSS3	0	0	0	0	0	0	0	0	0	0	0
ACTA1	0	0	0	1	0	1	0	0	5	1	5
ACTA2	0	0	0	0	0	0	0	0	1	0	0
ACTB	4850	4049	1326	14560	25937	18397	11091	18408	94969	4113	210123
ACTBL2	0	0	0	0	0	0	0	0	1	0	0
ACTC1	0	0	0	2	0	0	0	0	2	0	1
ACTG1	585	324	619	793	2609	1398	1206	968	11661	1303	62044
ACTG1P4	0	0	0	0	0	1	0	0	1	0	10
ACTG2	31	3	0	0	1	185	0	90	1	0	323
ACTL10	0	0	0	0	0	0	0	46	0	0	0
ACTL6A	43	37	22	61	280	121	289	70	1121	44	2020
ACTL6B	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	18	0	0	0
ACTL9	0	0	1	0	0	0	0	0	0	0	0
ACTN1	67	56	1	598	350	547	274	368	4751	22	1644
ACTN1-AS1	0	0	0	0	0	0	0	0	0	0	0
ACTN2	0	0	0	12	0	1	0	0	0	0	0
ACTN3	0	0	0	0	0	0	0	0	0	9	0
ACTN4	17	37	52	426	220	195	153	295	899	222	832
ACTR10	0	40	12	106	160	55	116	126	371	31	859
ACTR1A	43	72	40	214	204	419	135	160	1697	211	989
ACTR1B	21	1	0	2	97	73	0	112	367	0	0
ACTR2	34	39	48	95	189	131	119	51	766	223	837
ACTR3	35	24	51	64	257	174	97	131	1501	144	2293
ACTR3B	0	0	12	0	3	25	0	0	0	79	52
ACTR3BP2	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	0	0	0	0	0	0	0	0	0	0	1
ACTR5	21	48	0	51	6	95	104	0	92	0	5
ACTR6	41	40	15	30	150	72	98	12	256	14	105
ACTR8	5	16	38	96	91	68	29	47	494	150	343
ACTRT1	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	1	0	0	0	0	0	0	0	0	0	0
ACVR1	16	21	4	20	187	2	255	71	1096	20	269
ACVR1B	0	0	22	0	0	0	5	0	116	64	0
ACVR1C	0	0	0	0	0	3	0	0	0	0	0
ACVR2A	11	1	1	13	14	0	26	14	458	0	297
ACVR2B	4	1	15	22	51	88	98	80	96	36	2
ACVR2B-AS1	0	0	0	0	0	0	23	0	0	0	0
ACVRL1	0	0	0	0	0	0	0	0	0	0	0
ACY1	2	0	1	15	13	11	0	16	227	4	92
ACY3	0	0	0	0	0	0	0	0	0	0	0
ACYP1	2	0	1	21	31	0	0	0	0	0	133
ACYP2	0	0	4	0	0	0	0	0	0	21	0
ADA	5	35	34	12	0	96	0	77	1492	96	785
ADAD1	0	0	0	0	0	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0	0	0	0	0	0
ADAL	14	24	15	18	29	49	2	18	0	17	420
ADAM10	26	16	25	35	205	85	115	73	1306	32	469
ADAM11	0	0	0	0	0	1	0	0	0	0	0
ADAM12	0	0	1	22	0	0	0	0	1	6	0
