A1BG	0	0	0	0	0	0	0	7	0	0	25	11	6	12	12	0
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	7	0	0	68	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GALT	735	132	342	776	899	942	97	162	11	398	150	655	248	214	71	214
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	283	49	0	307	309	17	93	0	0	19	25	113	47	121	291	12
AACS	0	81	0	76	249	264	1	16	0	66	0	42	27	0	0	8
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	1	0	0	0	36	0	0	0	0	0	0	0	0	0	10	0
AADACL3	0	0	0	0	119	0	0	0	0	0	11	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	68	0	0	65	0	27	0	23	1	37	26	88	0	5	0
AAED1	0	0	30	50	0	0	0	0	0	35	0	0	4	0	1	36
AAGAB	1212	46	257	110	607	130	7	13	1	131	2	284	60	102	71	215
AAK1	305	259	182	122	219	156	10	30	39	93	5	94	44	45	13	6
AAMDC	121	114	0	0	26	119	0	67	9	110	0	60	35	49	52	57
AAMP	1010	1015	45	392	1921	708	273	828	35	435	222	570	468	1332	535	219
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
