A1BG	0	0	0	0	54	28	10	30	0	45	15	0	18	14	15	0	0	0	0	54	66	0
A1BG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	3	20	0	0	0
A4GALT	1141	1466	3858	720	4001	4609	1145	1667	147	4143	178	816	425	283	1231	3901	701	690	341	843	362	480
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	683	310	689	51	1310	1058	243	584	63	488	88	1	111	94	264	865	223	257	97	19	74	157
AACS	0	0	0	0	0	43	0	113	0	104	0	0	33	0	0	0	2	0	0	0	0	0
AACSP1	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	43	122	1	0	37	15	0	0	0	0	0	0	15	7	0	0	0	0
AAED1	84	0	15	17	27	45	64	125	0	102	21	5	0	1	11	46	33	0	0	24	50	0
AAGAB	0	0	370	0	398	437	72	153	90	317	0	0	50	34	52	88	98	86	0	137	0	57
AAK1	36	29	6	44	60	129	33	249	0	114	0	0	25	19	57	70	11	63	5	1	0	0
AAMDC	103	238	550	138	480	658	232	715	6	826	0	0	18	65	230	222	110	117	61	342	0	65
AAMP	767	664	2511	608	3104	1685	717	2769	130	3963	141	453	348	388	644	2185	484	668	643	330	389	393
AANAT	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	120	86	107	0	1157	591	147	707	50	1101	18	79	42	93	263	774	112	131	9	0	555	2
AARD	0	0	0	0	30	0	0	29	0	1	0	0	1	0	0	0	0	0	0	0	0	0
AARS	0	0	0	154	245	28	71	51	77	127	0	328	53	22	33	201	0	0	0	0	7	0
AARS2	314	0	411	23	706	1070	314	926	196	784	5	0	46	52	249	1528	65	143	12	57	39	0
AARSD1	2	6	14	0	20	7	1	17	0	21	0	0	3	2	4	5	0	4	0	5	0	0
AASDH	21	114	102	92	259	273	53	136	36	278	54	0	15	14	61	199	110	19	0	60	0	0
AASDHPPT	87	149	445	275	562	486	120	259	0	637	0	76	29	62	152	432	91	51	88	78	170	37
AASS	194	162	0	0	34	18	0	9	0	137	1	0	0	6	8	204	5	17	0	0	0	0
AATF	363	280	422	247	1361	1020	217	581	120	1484	178	192	320	254	397	1345	206	162	91	130	343	4
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	44	154	10	0	90	35	4	103	0	17	59	0	0	0	1	0	1	17	0	0	0	0
ABCA1	69	97	40	55	355	628	16	305	32	313	43	121	28	31	43	143	56	90	62	0	0	54
ABCA10	0	114	173	0	0	57	0	105	0	22	0	0	0	9	0	1	54	2	142	45	71	0
ABCA11P	16	26	36	0	70	63	22	49	0	22	0	0	0	5	31	14	2	16	6	6	17	0
ABCA12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABCA13	107	0	132	0	85	34	0	49	0	61	0	0	16	6	31	15	18	17	4	0	0	0
ABCA17P	70	0	202	49	227	441	53	378	25	142	19	101	40	38	201	168	107	98	32	131	0	48
ABCA2	0	0	0	0	34	0	31	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ABCA3	0	0	35	0	158	32	16	25	0	31	0	0	0	0	0	181	34	31	0	0	0	0
ABCA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ABCA5	0	0	0	43	18	26	27	1	0	15	0	0	20	0	0	0	0	0	0	13	0	65
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	0	0	0	32	4	0	0	0	60	0	0	25	0	0	0	0	0	0	0	0	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0
ABCB10	130	0	208	0	126	195	4	60	0	138	0	15	25	3	37	185	34	35	0	14	17	13
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	111	0	0	0	0	0	1	0	0	47	0	0	0	0	0	91	0	0	0
ABCB5	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	65	137	252	162	470	326	1	318	27	407	0	0	105	2	0	529	32	131	0	60	25	46
ABCB7	0	174	507	137	342	345	37	285	0	366	33	18	41	14	38	631	82	16	97	0	24	6
ABCB8	416	73	232	53	1631	1385	295	1316	109	1267	40	57	50	93	379	922	129	349	68	253	401	2
ABCB9	0	0	0	0	0	5	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0
ABCC1	0	0	0	0	107	97	51	0	0	62	0	0	0	0	0	0	0	29	0	39	0	0
ABCC10	0	0	0	0	70	99	23	0	0	220	46	0	0	7	11	1	95	57	201	0	0	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	97	0	0	0	65	27	0	1	0	93	0	0	0	6	14	0	2	0	0	0	0	0
ABCC2	0	0	0	0	0	22	0	0	0	13	0	0	0	0	25	0	23	0	0	0	0	0
ABCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ABCC4	0	2	131	22	356	19	23	0	36	384	66	0	34	36	27	156	72	32	27	11	127	68
ABCC5	0	0	93	44	461	615	12	203	38	378	45	88	6	64	10	310	62	22	0	89	98	225
ABCC5-AS1	0	0	0	0	9	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABCC6	0	0	0	0	19	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
ABCC6P1	0	0	0	0	26	0	0	31	0	16	0	0	27	0	0	0	0	0	89	0	0	46
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	80	0	1	0	10	0	0	0	63	1	0	0	0	0	0	51	48	123	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
