A1BG	0	1	251	50	0	32	47	41	52	152	50	0	5	172	0	100
A1BG-AS1	0	10	25	0	0	0	0	0	0	0	16	0	0	7	0	0
A1CF	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
A2M	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	108
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	29	4	0	0	5	0	0	0	0	13	0
A4GALT	118	306	231	207	639	1101	728	937	580	1062	183	383	393	411	608	618
A4GNT	0	0	0	0	0	0	0	0	0	0	0	20	0	0	4	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	399	0	509	114	143	676	316	350	350	143	195	363	294	555	186	394
AACS	0	0	243	0	68	107	0	5	0	30	0	0	59	334	0	0
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	2	0	0	3	24	11	0	0	0	0	0	0	0	0	14	10
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	0	0	0	0	40	0	0	13	0	0	0
AAED1	0	0	292	4	0	0	29	47	0	0	0	0	0	127	20	0
AAGAB	53	661	0	36	199	179	80	244	0	194	326	337	193	940	26	46
AAK1	225	103	108	57	109	182	158	120	150	228	18	147	60	25	103	174
AAMDC	360	393	286	103	222	373	412	480	148	246	124	277	191	158	156	488
AAMP	1568	1851	759	392	2094	3751	2561	1573	1432	568	1562	1616	817	951	1005	1151
AANAT	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0
AAR2	227	147	2083	231	277	390	661	488	277	232	375	363	33	1407	701	137
AARD	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0
AARS	252	123	12	95	76	930	266	221	311	498	134	768	808	206	336	418
AARS2	0	0	215	141	135	46	122	117	0	83	141	47	19	94	310	0
AARSD1	0	4	8	0	0	22	10	3	0	1	5	7	3	7	1	1
AASDH	81	373	130	40	394	89	10	205	123	78	41	263	149	132	1	123
AASDHPPT	46	123	167	52	77	101	99	145	98	61	146	137	155	135	285	183
AASS	0	0	0	0	0	1	39	2	0	27	0	0	1	0	0	0
AATF	345	575	249	129	539	344	544	634	498	203	251	592	251	217	112	577
AATK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	86	0	39	7	15	0	9	60	0	33	0	35	30	248	0	0
ABCA1	0	0	222	1	0	0	0	90	0	109	0	113	38	173	2	45
ABCA10	0	0	0	0	0	0	0	0	39	7	0	59	0	0	0	0
ABCA11P	10	7	166	24	3	28	45	17	45	33	2	10	1	173	95	59
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
ABCA13	20	0	114	6	74	0	0	0	50	0	33	0	17	112	41	8
ABCA17P	268	220	0	128	418	400	227	324	166	525	210	312	208	0	439	438
ABCA2	0	0	0	3	0	6	0	8	0	43	0	0	0	0	0	0
ABCA3	121	0	130	31	92	0	103	0	0	32	0	66	84	204	1	59
ABCA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA5	0	0	54	0	0	9	0	0	0	15	71	0	0	4	3	0
ABCA6	12	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
ABCA7	64	0	0	0	0	80	5	22	0	40	0	0	3	0	21	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	13	0	0	0	0	0	0	0	0	20	268	16	0
ABCB10	0	140	0	27	127	0	94	142	0	26	0	57	36	0	25	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABCB6	57	0	0	5	2	560	59	0	0	102	0	89	53	0	10	169
ABCB7	144	0	0	51	330	57	85	254	205	9	0	117	0	213	83	75
ABCB8	258	119	107	78	404	431	356	347	201	126	349	325	185	281	58	169
ABCB9	0	0	150	0	0	0	75	0	3	0	57	0	12	222	0	0
ABCC1	144	0	92	3	236	0	1	0	136	0	0	57	12	0	0	0
ABCC10	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	126	53	0
ABCC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC2	0	0	8	26	0	0	0	10	0	0	56	0	14	0	0	0
ABCC3	0	0	0	9	0	0	23	0	0	0	0	0	0	38	0	168
ABCC4	0	88	0	4	0	0	0	16	0	0	0	14	0	0	0	30
ABCC5	713	36	247	76	22	310	443	440	142	543	266	260	125	199	188	81
ABCC5-AS1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
ABCC6	0	0	296	25	0	0	0	0	0	4	0	0	8	144	0	1
ABCC6P1	79	0	942	138	112	92	95	95	91	83	9	74	28	865	38	31
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	55	446	0	10	380	339	163	76	96	89	0	244	92	48	56	16
ABCD4	129	0	239	37	181	146	66	325	163	78	0	227	32	271	35	0
ABCE1	344	259	428	70	1047	609	192	411	503	210	239	215	216	358	110	204
ABCF1	3722	1933	700	1060	4068	3091	2607	3521	1984	4683	2607	3137	1594	1171	3398	2217
ABCF2	1535	1839	1227	883	1977	3474	3164	2968	1529	2054	1767	2863	1773	1670	2534	3828
ABCF3	137	31	36	47	141	245	510	594	0	61	72	355	128	152	246	25
ABCG1	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0
ABCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	0	0	44	0	0	0	0	0	0	0	0	0	0	365	1	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
