A1BG	1490	1342	1272	732	2219	1545	1393	1806
A1BG-AS1	5	0	1	8	74	0	0	0
A1CF	34	0	25	65	31	75	64	50
A2M	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0
A2ML1	2	109	73	5	0	0	23	0
A2MP1	0	0	0	0	0	0	0	0
A3GALT2	6	1	38	0	56	8	0	9
A4GALT	58	31	28	2	74	49	52	19
A4GNT	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0
AAAS	14	0	148	0	108	69	100	173
AACS	70	68	0	0	0	0	0	117
AACSP1	0	0	0	0	54	0	0	0
AADAC	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	1	0	0
AADACL2-AS1	0	8	0	0	0	4	22	0
AADACL3	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	17	98	0
AAED1	0	0	0	0	0	0	0	0
AAGAB	3	333	0	0	50	108	95	79
AAK1	63	103	76	58	147	129	119	232
AAMDC	433	829	598	250	907	589	658	845
AAMP	522	610	404	351	1166	431	559	455
AANAT	0	0	0	0	0	0	0	0
AAR2	185	1	5	387	218	1	2	13
AARD	0	0	0	0	0	0	0	0
AARS	53	73	0	0	0	0	0	0
AARS2	15	0	0	1	64	63	0	0
AARSD1	0	2	8	2	10	0	0	0
AASDH	92	33	68	63	38	57	26	324
AASDHPPT	0	54	0	44	0	0	0	0
AASS	0	0	0	37	30	16	0	33
AATF	486	251	558	318	352	416	94	382
AATK	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0
ABAT	0	92	0	0	51	0	0	7
ABCA1	49	16	23	0	37	34	0	0
ABCA10	0	0	0	0	0	43	0	0
ABCA11P	22	21	63	5	43	42	0	32
ABCA12	0	0	2	0	0	0	0	0
ABCA13	0	0	10	9	0	11	0	0
ABCA17P	87	62	48	93	138	0	0	189
ABCA2	0	0	0	0	0	3	0	0
ABCA3	19	31	0	0	87	0	0	15
ABCA4	0	0	0	0	0	0	0	14
