A1BG	5	0	11	4	2	36	9	2	0	12	19	0	9	50	11	21	15	16	6	6	11
A1BG-AS1	2	0	8	1	0	0	0	0	0	2	0	1	2	1	0	3	0	0	1	0	5
A1CF	2	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
A2M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M-AS1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
A2ML1	0	0	12	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	1	0
A2MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3GALT2	0	0	0	0	0	1	7	2	0	0	1	0	1	0	0	0	3	0	2	0	0
A4GALT	37	1	72	44	18	92	46	25	31	48	71	63	131	69	33	87	82	44	97	30	34
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAAS	55	2	231	84	43	85	73	31	55	85	102	76	247	396	159	147	94	109	197	117	97
AACS	0	0	11	3	1	0	0	2	0	0	3	0	2	20	0	5	30	21	21	3	0
AACSP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
AADAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL2-AS1	0	0	2	0	0	0	0	0	2	3	0	0	0	5	0	0	1	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADAT	0	0	0	0	0	38	3	0	8	0	0	0	19	0	0	0	8	0	0	0	4
AAED1	0	0	37	10	2	12	0	7	4	11	0	0	14	0	12	17	9	11	12	8	5
AAGAB	54	3	69	62	20	142	41	33	57	6	81	75	189	128	31	53	17	23	65	47	12
AAK1	17	1	73	8	16	14	11	18	8	7	23	14	38	65	11	63	25	16	11	15	16
AAMDC	1	4	90	48	24	174	27	47	41	19	91	50	121	110	137	95	113	49	89	40	35
AAMP	226	20	1047	306	229	719	375	221	171	139	533	334	910	1161	624	683	785	468	515	256	275
AANAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAR2	0	2	285	123	55	347	51	46	48	102	176	161	142	425	165	186	165	151	89	65	132
AARD	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
AARS	1	1	71	72	10	239	13	41	55	26	74	24	223	429	113	109	80	89	156	114	50
AARS2	27	1	147	34	20	26	36	16	62	4	77	43	92	160	10	38	39	63	92	38	60
AARSD1	0	0	1	0	0	1	1	1	0	2	3	0	1	3	1	1	2	1	2	0	0
AASDH	0	0	74	35	29	0	3	10	22	6	23	12	40	217	30	54	30	32	108	20	7
AASDHPPT	74	3	142	79	44	267	36	19	48	62	89	62	145	364	55	70	62	53	136	46	73
AASS	0	0	21	7	0	0	27	0	6	1	12	24	7	1	20	0	56	0	1	0	0
AATF	22	7	283	87	75	163	84	70	62	79	174	108	217	394	55	145	184	110	176	98	54
AATK	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATK-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	1	0	8	32	0	37	0	5	26	3	17	16	44	66	35	0	0	7	12	6	8
ABCA1	0	0	25	0	3	0	0	0	0	0	0	0	16	0	0	6	22	5	0	0	0
ABCA10	0	2	11	6	7	0	0	0	0	0	15	0	15	0	0	1	0	6	11	5	24
ABCA11P	0	0	30	6	3	24	6	11	16	0	4	6	19	25	9	8	36	9	3	11	0
ABCA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCA13	6	0	21	10	0	0	1	0	0	6	2	0	13	6	0	18	0	3	4	0	2
ABCA17P	34	4	56	42	30	68	39	40	22	15	46	25	73	245	63	130	60	67	81	55	8
ABCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA3	0	0	0	6	7	46	0	0	0	0	12	0	11	54	13	14	35	21	9	9	0
ABCA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ABCA5	0	0	0	4	0	0	0	5	0	0	0	0	21	0	0	0	9	3	0	0	8
ABCA6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ABCA7	0	0	1	1	0	0	11	2	1	0	0	8	0	20	0	6	6	5	2	3	0
ABCA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ABCB1	0	0	99	2	0	5	0	0	19	0	0	0	0	0	12	0	0	8	0	0	0
ABCB10	0	0	11	4	1	0	0	7	20	1	5	13	11	16	8	17	10	12	3	5	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	1	0	249	39	25	121	162	42	40	77	41	99	88	189	22	72	117	51	25	20	79
ABCB7	15	0	31	3	11	0	88	0	0	0	10	0	61	47	21	21	20	4	42	18	7
ABCB8	39	6	222	65	31	108	103	53	72	82	148	98	135	222	13	143	143	84	177	86	48
ABCB9	0	0	0	4	0	18	0	0	0	5	0	0	8	16	0	15	13	3	6	5	1
ABCC1	1	0	0	3	5	0	0	9	0	0	0	0	0	0	0	18	11	4	0	0	0
ABCC10	0	0	1	3	0	1	0	0	0	1	0	0	14	4	0	3	0	11	2	0	0
ABCC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC13	1	0	0	4	0	0	0	0	1	0	0	0	0	0	5	0	0	0	6	0	0
ABCC2	0	0	2	0	1	0	4	0	7	0	3	0	0	20	0	0	3	4	16	1	1
ABCC3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	0	0	15	2	6	0	39	0	1	8	22	30	15	20	0	0	25	8	22	3	1
ABCC5	39	2	135	97	77	288	36	44	28	97	106	109	202	312	23	124	264	140	56	77	73
ABCC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC6	26	0	0	0	0	0	10	0	0	0	7	1	6	0	0	9	0	1	0	1	0
ABCC6P1	7	1	4	3	1	0	0	11	4	3	3	1	6	8	0	3	3	9	2	4	0
ABCC6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ABCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	1	0	139	39	23	121	164	109	69	46	47	51	47	118	29	89	113	46	72	58	27
ABCD4	9	0	18	12	3	37	0	0	0	4	1	14	19	38	0	27	23	9	28	3	52
ABCE1	79	1	363	119	58	311	170	69	89	77	145	125	172	396	74	224	184	79	303	107	103
ABCF1	280	15	1124	425	257	630	310	411	319	372	521	405	786	1441	507	644	787	486	558	341	335
ABCF2	164	18	1254	645	218	1067	477	301	249	331	519	662	810	1396	681	739	933	597	890	416	282
ABCF3	47	1	178	68	34	187	156	17	41	122	94	124	223	275	138	158	158	78	176	41	94
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0
ABHD10	0	2	28	4	1	44	25	23	7	44	1	18	11	133	24	21	0	8	27	10	13
ABHD11	0	0	30	22	20	85	14	30	14	4	41	14	34	54	14	33	62	18	38	20	24
ABHD12	13	0	21	13	13	13	0	14	3	5	31	10	23	70	43	22	3	13	17	17	16
ABHD12B	0	4	54	14	9	66	0	25	9	20	13	18	40	32	18	20	51	16	7	18	7
ABHD13	4	3	116	20	30	74	88	25	10	27	33	65	44	249	10	39	59	32	55	6	28
ABHD14A	0	0	0	0	0	0	0	0	5	0	4	5	5	21	5	5	0	0	0	1	0
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	29	6	69	69	20	152	25	40	79	120	105	180	168	87	112	126	89	101	143	83	81
ABHD15	22	2	27	16	12	20	3	11	0	5	19	20	34	145	0	4	9	9	5	18	0
